Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE153873,"An integrated multi-omics approach identifies epigenetic alterations associated with Alzheimer’s disease (RNA-seq with ERCC spike-in) [RNA-Seq]","Expression profiling by high throughput sequencing","Homo sapiens",30,,"TXT;XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE153nnn/GSE153873/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA644383",32989324,SRP270338,"Yemin Lan","Jul 07, 2020"
GSE159699,"An integrated multi-omics approach identifies epigenetic alterations associated with Alzheimer’s disease (RNA-seq) [RNA-seq]","Expression profiling by high throughput sequencing","Homo sapiens",30,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE159nnn/GSE159699/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA670209",32989324,SRP287843,"Yemin Lan","Oct 21, 2020"
GSE133221,"An integrated multi-omics approach identifies the landscape of interferon-a-mediated responses of human pancreatic beta cells","Expression profiling by high throughput sequencing","Homo sapiens",82,,"GTF","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE133nnn/GSE133221/suppl",32444635;33042023;33281748,,"Maikel Luis Colli","Apr 15, 2020"
GSE133219,"An integrated multi-omics approach identifies the landscape of interferon-a-mediated responses of human pancreatic beta cells [ATAC-seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",16,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE133nnn/GSE133219/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA550406",32444635;33042023;33281748,SRP211833,"Maikel Luis Colli","Apr 15, 2020"
GSE148058,"An integrated multi-omics approach identifies the landscape of interferon-a-mediated responses of human pancreatic beta cells [RNA-seq 2]","Expression profiling by high throughput sequencing","Homo sapiens",36,,"GTF;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE148nnn/GSE148058/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA622979",32444635;33042023;33281748,SRP255175,"Maikel Luis Colli","Apr 15, 2020"
GSE133218,"An integrated multi-omics approach identifies the landscape of interferon-a-mediated responses of human pancreatic beta cells [RNA-seq]","Expression profiling by high throughput sequencing","Homo sapiens",30,,"GTF;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE133nnn/GSE133218/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA550411",32444635;33042023;33281748,SRP211834,"Maikel Luis Colli","Apr 15, 2020"
GSE3854,"An integrated strategy for analyzing the unique developmental program of different myoblast subtypes","Expression profiling by array","Drosophila melanogaster",54,GDS1739,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE3nnn/GSE3854/suppl",16482229;26657774,,"Sung Eun Choe","Jan 01, 2006"
GSE17756,"An integrated study to the effects of thermal acclimation in zebrafish","Expression profiling by array","Danio rerio",36,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17756/suppl",20541617,,"Lucia Vergauwen","Aug 28, 2010"
GSE5557,"An integrated systems approach for understanding cellular responses to gamma radiation.","Expression profiling by array","Halobacterium salinarum NRC-1",68,,,,16969339,,"Nitin Baliga","Aug 18, 2006"
GSE74156,"An integrated systems biology approach identifies positive cofactor 4 as a pluripotency regulatory factor","Expression profiling by array;Expression profiling by high throughput sequencing","Mus musculus",8,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74156/suppl",26740582,,"Boyoun Park","Oct 30, 2015"
GSE123069,"An integrated transcriptome analysis of immunological responses in pearl sac of pearl mussel Hyriopsis cumingii after mantle implantation","Expression profiling by high throughput sequencing","Hyriopsis cumingii",10,,"FA;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE123nnn/GSE123069/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA507438",,SRP171052,"weiwei Qi","Nov 30, 2019"
GSE30269,"An integrated transcriptome analysis to the characterization of host responses against infectious laryngostracheitis virus vaccine infection in chicken embryo lung cells","Expression profiling by array","Gallus gallus",16,,"GPR;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE30nnn/GSE30269/suppl",22530940,,"Byung-whi Kong","Jun 29, 2011"
GSE63042,"An integrated transcriptome and expressed variant analysis of sepsis survival and death","Expression profiling by high throughput sequencing","Homo sapiens",129,,"XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63042/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA267697",25538794,SRP050000,"Raymond J Langley","Jan 01, 2015"
GSE174020,"An integrated transcriptomic approach to identify molecular markers of calcineurin inhibitor nephrotoxicity in pediatric kidney transplant recipients","Expression profiling by array","Homo sapiens",37,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE174nnn/GSE174020/suppl",34063776,,"Catherine Dumur","May 07, 2021"
GSE138956,"An integrated transcriptomics and metabolomics study of the immune response of newly hatched chicks to the CpG-ODN stimulation","Expression profiling by array","Gallus gallus",58,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE138nnn/GSE138956/suppl",,,"Jeremie FC Becker","Oct 17, 2019"
GSE93875,"An integrative analysis of different histone acetylation in ethylene response in Arabidopsis","Genome binding/occupancy profiling by high throughput sequencing","Arabidopsis thaliana",6,,"BEDGRAPH;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE93nnn/GSE93875/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA362641",28716006,SRP097224,"Hong Qiao","Aug 11, 2017"
GSE132118,"An integrative analysis of genome-wide 5-hydroxymethylcytosines in circulating cell-free DNA detects non-invasive diagnostic markers for gliomas ","Methylation profiling by high throughput sequencing","Homo sapiens",222,,"CSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132118/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA545974",34151267,SRP200237,"Wei Zhang","May 30, 2021"
GSE98088,"An integrative analysis of non-coding regulatory DNA variations associated with autism","Expression profiling by high throughput sequencing","Homo sapiens",16,,"TAB;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98088/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA383981",29703944,SRP105047,"Sarah Marguerite Williams","Apr 25, 2017"
GSE60861,"An integrative analysis of renal miRNA- and mRNA-expression signatures in progressive chronic kidney disease","Expression profiling by array;Non-coding RNA profiling by array","Homo sapiens",72,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60861/suppl",26707063;31316728,,"Michael Rudnicki","Dec 31, 2015"
GSE45980,"An integrative analysis of renal miRNA- and mRNA-expression signatures in progressive chronic kidney disease [discovery cohort]","Expression profiling by array;Non-coding RNA profiling by array","Homo sapiens",43,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE45nnn/GSE45980/suppl",26707063;31316728,,"Michael Rudnicki","Dec 31, 2015"
GSE60860,"An integrative analysis of renal miRNA- and mRNA-expression signatures in progressive chronic kidney disease [validation cohort]","Expression profiling by array;Non-coding RNA profiling by array","Homo sapiens",29,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60860/suppl",26707063;31316728,,"Michael Rudnicki","Dec 31, 2015"
GSE70735,"An integrative analysis of reprogramming in human isogenic system identified a clone selection criterion","Expression profiling by array","Homo sapiens",24,,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70735/suppl",,,"Maria Shutova","Jul 15, 2015"
GSE70737,"An integrative analysis of reprogramming in human isogenic system identified a clone selection criterion","Methylation profiling by genome tiling array","Homo sapiens",24,,"IDAT;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70737/suppl",,,"Maria Shutova","Jul 15, 2015"
GSE70739,"An integrative analysis of reprogramming in human isogenic system identified a clone selection criterion ","Expression profiling by array;Methylation profiling by genome tiling array","Homo sapiens",48,,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70739/suppl",,,"Maria Shutova","Jul 15, 2015"
GSE23839,"An integrative analysis of the SOX2 response program in glioblastoma","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",6,,"BED;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE23nnn/GSE23839/suppl",21211035,,"Biaoyang Lin","Jan 10, 2011"
GSE126603,"An integrative approach identifies direct targets of the late viral transcription complex and an expanded promoter recognition motif in Kaposi’s sarcoma-associated herpesvirus","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens;Human gammaherpesvirus 8",17,,"TDF;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE126nnn/GSE126603/suppl",31095645,,"Britt Glaunsinger","Feb 16, 2019"
GSE32959,"An integrative computational systems biology approach identifies differentially regulated dynamic transcriptome signatures which drive the initiation of human T helper cell differentiation","Expression profiling by array","Homo sapiens",37,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32959/suppl",23110343,,"Tapio Lonnberg","Nov 09, 2012"
GSE121566,"An integrative genomic analysis of the Longshanks selection experiment for longer limbs in mice","Other;Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",30,,"BEDGRAPH;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE121nnn/GSE121566/suppl",31169497,,"Yingguang Frank Chan","Jul 09, 2019"
GSE121564,"An integrative genomic analysis of the Longshanks selection experiment for longer limbs in mice (4C-seq)","Other","Mus musculus",27,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE121nnn/GSE121564/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA497803",31169497,SRP166279,"Yingguang Frank Chan","Jul 09, 2019"
GSE121565,"An integrative genomic analysis of the Longshanks selection experiment for longer limbs in mice (ATAC-seq)","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",3,,"BEDGRAPH;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE121nnn/GSE121565/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA497802",31169497,SRP166281,"Yingguang Frank Chan","Jul 09, 2019"
GSE43027,"An integrative genomic and transcriptomic analysis reveals potential targets associated with cell proliferation in Uterine Leiomyomas","Genome variation profiling by array","Homo sapiens",51,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43027/suppl",23483937,,"Priscila Daniele Ramos Cirilo","Dec 20, 2012"
GSE42939,"An integrative genomic and transcriptomic analysis reveals potential targets associated with cell proliferation in uterine leiomyomas","Expression profiling by array","Homo sapiens",51,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42939/suppl",23483937,,"Priscila Daniele Ramos Cirilo","Dec 16, 2012"
GSE59544,"An integrative genomics approach to explore diversity of light harvesting antenna complexes from environmental isolates of the purple non-sulfur bacterium Rhodopseudomonas palustris","Expression profiling by high throughput sequencing","Rhodopseudomonas palustris",102,,"CSV;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59544/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA255528",27822511,SRP044618,"Caroline Harwood","Mar 01, 2015"
GSE70655,"An integrative map of transcriptional responses to exercise in non-muscle organs","Expression profiling by array","Mus musculus",54,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70655/suppl",,,"Estelle Proux-Wéra","Sep 01, 2021"
GSE97083,"An integrative model of cirrhosis-associated hepatocarcinogenesis in rat: histological, biochemical and molecular approaches","Expression profiling by array","Rattus norvegicus",10,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE97nnn/GSE97083/suppl",28943392,,"Lucas Tadeu Bidinotto","Oct 12, 2017"
GSE21541,"An integrative multi-dimensional genetic and epigenetic strategy to identify aberrant genes and pathways in cancer","Expression profiling by array;Third-party reanalysis;Methylation profiling by array;SNP genotyping by SNP array;Genome variation profiling by genome tiling array","Homo sapiens",45,,"CEL;IDAT;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE21nnn/GSE21541/suppl",20478067,,"Raj Chari","Dec 31, 2010"
GSE21540,"An integrative multi-dimensional genetic and epigenetic strategy to identify aberrant genes and pathways in cancer: CGH","Genome variation profiling by genome tiling array","Homo sapiens",7,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE21nnn/GSE21540/suppl",20478067,,"Raj Chari","Dec 31, 2010"
GSE17769,"An integrative multi-dimensional genetic and epigenetic strategy to identify aberrant genes and pathways in cancer: DNA methylation","Methylation profiling by array","Homo sapiens",10,,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17769/suppl",20478067,,"Raj Chari","Nov 05, 2010"
GSE21347,"An integrative multi-dimensional genetic and epigenetic strategy to identify aberrant genes and pathways in cancer: allelic status","SNP genotyping by SNP array","Homo sapiens",18,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE21nnn/GSE21347/suppl",20478067,,"Raj Chari","Dec 31, 2010"
GSE17768,"An integrative multi-dimensional genetic and epigenetic strategy to identify aberrant genes and pathways in cancer: gene expression","Expression profiling by array;Third-party reanalysis","Homo sapiens",10,,"CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17768/suppl",20478067,,"Raj Chari","Nov 05, 2010"
GSE183891,"An integrative multi-omic analysis reveals a major metabolic rewiring between keratinocytes from babies and adults.","Expression profiling by array","Homo sapiens",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE183nnn/GSE183891/suppl",,,"Cécilia Brun","Sep 12, 2021"
GSE14789,"An integrative multi-platform analysis for biomarker discovery of osteosarcoma","Expression profiling by array","Homo sapiens",4,,,,19445706,,"Long Ji Liu","Sep 16, 2011"
GSE157223,"An integrative multiomic network model links the canonical lipid metabolism pathway to glucose regulation in coronary artery disease","Expression profiling by high throughput sequencing","Mus musculus",12,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE157nnn/GSE157223/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA660471",33483510,SRP279499,"Daniel Michael Jordan","Sep 01, 2020"
