Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE128085,"RNA helicase DDX21 mediates nucleotide stress responses (iCLIP)","Other","Homo sapiens",3,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE128nnn/GSE128085/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA526371",,SRP188040,"Leonard Zon","Feb 04, 2020"
GSE185701,"RNA helicase DHX37 facilitates liver cancer progression by cooperating with PLRG1 to drive super enhancer-mediated transcription of cyclin D1","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing;Other","Homo sapiens",10,,"BED;BW;XLS;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE185nnn/GSE185701/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA770531",35290436,SRP340960,"Xianghuo He","Mar 01, 2022"
GSE155720,"RNA helicase-mediated regulation of snoRNP dynamics on pre-ribosomes and rRNA 2’-O-methylation","Other","Saccharomyces cerevisiae",8,,"XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE155nnn/GSE155720/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA655402",33721027,SRP276045,"Nicolai Krogh","Mar 18, 2021"
GSE57281,"RNA helicases DDX5 and DDX17 dynamically orchestrate transcription, microRNA and splicing programs in cell differentiation","Expression profiling by array","Homo sapiens",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57281/suppl",24910439,,"Didier Auboeuf","May 06, 2014"
GSE197732,"RNA high-throughput sequencing for Lupinus micranthus Guss","Expression profiling by high throughput sequencing","Lupinus micranthus",18,,"FA;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE197nnn/GSE197732/suppl",,,"Chai Shujie","Mar 05, 2022"
GSE205389,"RNA high-throughput sequencing in synovium of human temporomandibular joint osteoarthritis.","Expression profiling by high throughput sequencing","Homo sapiens",10,,"XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE205nnn/GSE205389/suppl",,,"Chuyao Wang","Jun 07, 2022"
GSE8893,"RNA hybridization from 16 cell lines on Chr21_22v2.0 arrays","Expression profiling by genome tiling array","Homo sapiens",16,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8893/suppl",,,"Thomas R Gingeras","Mar 24, 2009"
GSE108698,"RNA illumina sequencing of Panax notoginseng under CK and Cd stress treatment","Expression profiling by high throughput sequencing","Panax notoginseng",2,,"FA;TXT;XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108698/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA428322",,SRP127956,"Peiran Liao","Dec 31, 2019"
GSE81524,"RNA immunoprecipiation identifies novel targets of DAZL in human fetal ovary","Expression profiling by high throughput sequencing","Homo sapiens",6,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81524/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA321858",,SRP075277,"Roseanne Rosario","Jan 10, 2017"
GSE121897,"RNA immunoprecipitation (RIP) followed by microarray for identification of miRNA-target genes in human umblical vein endothelial cells (HUVECs).","Expression profiling by array","Homo sapiens",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE121nnn/GSE121897/suppl",32125007,,"Yoshiki Higashijima","Apr 11, 2019"
GSE47597,"RNA immunoprecipitation (RIP) of IGF2BP3 from pancreatic cancer cell extracts cultured on fibronectin","Other","Homo sapiens",2,,"TXT;XLS;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47597/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA206465",25216519,SRP023532,"Keisuke Taniuchi","Nov 09, 2016"
GSE120853,"RNA immunoprecipitation (RIP) of KHSRP from pancreatic cancer cell extracts cultured on fibronectin","Other","Homo sapiens",2,,"XLS;XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE120nnn/GSE120853/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA494712",32010427,SRP163488,"Keisuke Taniuchi","Jan 24, 2020"
GSE29313,"RNA immunoprecipitation (RIP)-Chip analysis for EWS-bound mRNA","Expression profiling by array","Homo sapiens",8,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29313/suppl",22241085,,"Yuji Nakai","Jan 16, 2012"
GSE83662,"RNA immunoprecipitation and sequencing of ILF2-bound transcripts in Multiple Myeloma","Expression profiling by high throughput sequencing","Homo sapiens",16,,"DIFF;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83662/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA326675",28669490,SRP077006,"Mehmet Kemal Samur","May 23, 2017"
GSE83664,"RNA immunoprecipitation and sequencing of YB-1-bound transcripts in Multiple Myeloma","Expression profiling by high throughput sequencing","Homo sapiens",6,,"DIFF;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83664/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA326672",28669490,SRP077007,"Mehmet Kemal Samur","May 23, 2017"
GSE120182,"RNA immunoprecipitation and sequencing of aminoacyl-tRNA synthetase-specific genes","Expression profiling by high throughput sequencing","Homo sapiens",14,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE120nnn/GSE120182/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA492296",30902983,SRP162246,"Jong Hwan Kim","Feb 05, 2019"
GSE21591,"RNA immunoprecipitation of GLD-1 followed by microarray analysis of the co-IP'ed mRNAs","Other;Expression profiling by array","Caenorhabditis elegans",15,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE21nnn/GSE21591/suppl",21169991,,"Dimos Gaidatzis","Feb 04, 2011"
GSE201041,"RNA immunoprecipitation sequencing (RIP seq) using anti-Argonaute2 (Ago2) antibody to identify the potential targets of kshv-miR-K12-1-5p in AC16 cells","Expression profiling by high throughput sequencing","Homo sapiens",6,,"XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE201nnn/GSE201041/suppl",,,"heng zhi du","Apr 22, 2022"
GSE129504,"RNA immunoprecipitation sequencing (RIP-seq) in four types of cancer cell lines","Other","Homo sapiens",8,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE129nnn/GSE129504/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA531600",33710804,SRP191502,"Zhiyong Liu","Feb 18, 2022"
GSE201502,"RNA immunoprecipitation sequencing (RIP-seq) of human Dicer-bound miRNAs in HIV-1 Gag replicating cells.","Non-coding RNA profiling by high throughput sequencing;Other","Homo sapiens",10,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE201nnn/GSE201502/suppl",,,"Anne Gatignol","Apr 28, 2022"
GSE23688,"RNA immunoprecipitation to identify RHA-binding transcripts in HEK293 cells","Expression profiling by array","Homo sapiens",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE23nnn/GSE23688/suppl",,,"Kathleen Boris-Lawrie","Aug 19, 2010"
GSE78970,"RNA in Fetal Bovine Serum Interferes with Cell Culture Studies","Non-coding RNA profiling by high throughput sequencing","Bos taurus",6,,"XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE78nnn/GSE78970/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA314521",27503761,SRP071246,"Zhiyun Wei","Sep 19, 2016"
GSE125595,"RNA interactions are essential for proper CTCF function","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing;Other","Mus musculus",24,,"BW;CLOUPE;HIC;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE125nnn/GSE125595/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA517076",31522988,SRP182063,"Ricardo Saldana-Meyer","Sep 12, 2019"
GSE13258,"RNA interference and retinoblastoma related genes are required for repression of endogenous siRNA targets in C. elegans","Expression profiling by array","Caenorhabditis elegans",15,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE13nnn/GSE13258/suppl",19073934,,"Sebastian Hoersch","Dec 01, 2008"
GSE36214,"RNA interference keeps Atf1-bound stress response genes in check at nuclear pores","Expression profiling by genome tiling array;Genome binding/occupancy profiling by genome tiling array","Schizosaccharomyces pombe",82,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36214/suppl",22431512,,"Katrina Woolcock","Mar 19, 2012"
GSE28580,"RNA interference screening identifies the Insulin/IGF-1 receptor pathway as a mechanism of escape from hormone dependence in breast cancer","Expression profiling by array","Homo sapiens",9,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28580/suppl",21908557,,"Todd W Miller","Apr 11, 2012"
GSE60562,"RNA interference uncouples the function of a long noncoding RNA product from that of its transcription [HB2]","Expression profiling by array","Homo sapiens",24,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60562/suppl",,,"Suraj Menon","Nov 12, 2015"
GSE60561,"RNA interference uncouples the function of a long noncoding RNA product from that of its transcription [SUM159]","Expression profiling by array","Homo sapiens",24,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60561/suppl",,,"Suraj Menon","Nov 12, 2015"
GSE60563,"RNA interference uncouples the function of a long noncoding RNA product from that of its transcription: HB2 and SUM159 cells","Expression profiling by array","Homo sapiens",48,,,,,,"Suraj Menon","Nov 12, 2015"
GSE148753,"RNA interference-independent reprogramming of DNA methylation in Arabidopsis","Methylation profiling by high throughput sequencing;Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Arabidopsis thaliana",72,,"TAB;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE148nnn/GSE148753/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA625566",33257860;35165291,SRP256503,"Taiko Kim To","Sep 30, 2020"
GSE128135,"RNA is essential for PRC2 chromatin occupancy and function in human pluripotent stem cells","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing;Other","Homo sapiens",122,,"BROADPEAK;BW;CSV;NARROWPEAK;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE128nnn/GSE128135/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA526526",32632336,SRP188130,"Tom Cech","May 31, 2020"
GSE120703,"RNA isoform screens reveal the essentiality and tumor suppressor activity of ultraconserved poison exons","Expression profiling by high throughput sequencing","Homo sapiens",10,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE120nnn/GSE120703/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA494172",31911676;34469736,SRP163037,"James Douglas Thomas","Nov 19, 2019"
GSE28463,"RNA isolation from mouse skin biopies","Other","Mus musculus",12,,"FTR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28463/suppl",22023775,,"Oskar Bruning","Oct 05, 2011"
GSE161360,"RNA landscape of the emerging cancer-bug Fusobacterium nucleatum","Expression profiling by high throughput sequencing","Fusobacterium nucleatum subsp. animalis 7_1;Fusobacterium nucleatum subsp. nucleatum ATCC 25586;Fusobacterium nucleatum subsp. polymorphum ATCC 10953;Fusobacterium nucleatum subsp. vincentii 3_1_36A2;Fusobacterium periodonticum 2_1_31",90,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE161nnn/GSE161360/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA677955",,SRP292349,"Falk Ponath","May 03, 2021"
GSE200004,"RNA localization across the apicobasal axis of human epithelial cells","Expression profiling by high throughput sequencing","Homo sapiens",18,,"SF","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE200nnn/GSE200004/suppl",,,"Matthew Taliaferro","Apr 05, 2022"
GSE195637,"RNA m1A methylation regulates glycolysis of cancer cells through modulating ATP5D","Expression profiling by high throughput sequencing;Other","Homo sapiens",12,,"BED","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE195nnn/GSE195637/suppl",,,"xie guoyou","Feb 02, 2022"
GSE195703,"RNA m1A methylation regulates glycolysis of cancer cells through modulating ATP5D [Ribo and RNA-seq]","Expression profiling by high throughput sequencing;Other","Homo sapiens",8,,"XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE195nnn/GSE195703/suppl",,,"xie guoyou","Feb 05, 2022"
GSE53370,"RNA m5C Methylation in breast cancer using MeRIP-Seq","Expression profiling by high throughput sequencing","Homo sapiens",10,,"BED;XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53370/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA231850",,SRP034528,"Xiaodong Cui","Feb 20, 2014"
GSE133622,"RNA m5C analysis in human urothelial carcinoma of the bladder (UCB) and adjacent normal tissues.","Methylation profiling by high throughput sequencing","Homo sapiens",65,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE133nnn/GSE133622/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA552054",31358969,SRP212700,"Bao-Fa Sun","Jul 02, 2019"
GSE133623,"RNA m5C analysis in wildtype and NSUN2 knockdown T24 cell","Methylation profiling by high throughput sequencing","Homo sapiens",2,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE133nnn/GSE133623/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA552056",31358969,SRP212701,"Bao-Fa Sun","Jul 02, 2019"
GSE146873,"RNA m6A methylation of 3ʹ splice site prevents binding of U2AF35 to inhibit splicing","Expression profiling by high throughput sequencing","Bombyx mori;Caenorhabditis elegans;Mus musculus",42,,"BW;CSV;XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE146nnn/GSE146873/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA612262",33930289,SRP252561,"Ramesh Pillai","Apr 29, 2021"
GSE159156,"RNA m6A methylation orchestrates cancer growth and metastasis via macrophage reprogramming","Expression profiling by high throughput sequencing","Mus musculus",2,,"CSV;MTX;TSV;XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE159nnn/GSE159156/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA667832",33654093,SRP286609,"Huilong Yin","Jan 19, 2021"
GSE143235,"RNA m6A methylation regulates sorafenib-resistance in liver cancer through FOXO3-mediated autophagy","Expression profiling by high throughput sequencing;Other","Homo sapiens",7,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE143nnn/GSE143235/suppl",32368828,,"Guohui Wan","Apr 03, 2020"
GSE143233,"RNA m6A methylation regulates sorafenib-resistance in liver cancer through FOXO3-mediated autophagy [RNA-seq]","Expression profiling by high throughput sequencing","Homo sapiens",6,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE143nnn/GSE143233/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA599373",32368828,SRP239801,"Guohui Wan","Apr 03, 2020"
GSE143234,"RNA m6A methylation regulates sorafenib-resistance in liver cancer through FOXO3-mediated autophagy [m6A RIP-seq]","Other","Homo sapiens",1,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE143nnn/GSE143234/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA599374",32368828,SRP239800,"Guohui Wan","Apr 03, 2020"
GSE148786,"RNA m6A methylome of Caenorhabditis elegans","Other;Expression profiling by high throughput sequencing","Caenorhabditis elegans",8,,"BED;BW;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE148nnn/GSE148786/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA625719",32695436,SRP256592,"David Valle-Garcia","Apr 06, 2021"
GSE126243,"RNA m6A modification mediated by METTL3 is important for IAP heterochromatin integrity in mESCs","Genome binding/occupancy profiling by high throughput sequencing;Methylation profiling by high throughput sequencing;Other;Expression profiling by high throughput sequencing","Mus musculus",147,,"BW;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE126nnn/GSE126243/suppl",33505026,,"Yang Shi","Dec 08, 2020"
GSE154135,"RNA m6A modification mediated by METTL3 is important for IAP heterochromatin integrity in mESCs (ChIP-Seq 2)","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",62,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154135/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA645179",33505026,SRP271155,"Yang Shi","Dec 09, 2020"
GSE160103,"RNA m6A modification mediated by METTL3 is important for IAP heterochromatin integrity in mESCs (ChIP-Seq 3)","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",4,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE160nnn/GSE160103/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA671841",33505026,SRP288572,"Yang Shi","Dec 09, 2020"
GSE126238,"RNA m6A modification mediated by METTL3 is important for IAP heterochromatin integrity in mESCs (ChIP-seq)","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",36,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE126nnn/GSE126238/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA521371",33505026,SRP184514,"Yang Shi","Dec 09, 2020"
GSE154137,"RNA m6A modification mediated by METTL3 is important for IAP heterochromatin integrity in mESCs (ChIRP-Seq)","Other","Mus musculus",2,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154137/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA645183",33505026,SRP271156,"Yang Shi","Dec 09, 2020"
GSE154138,"RNA m6A modification mediated by METTL3 is important for IAP heterochromatin integrity in mESCs (MeRIP-Seq)","Other","Mus musculus",12,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154138/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA645184",33505026,SRP271157,"Yang Shi","Dec 09, 2020"
GSE126239,"RNA m6A modification mediated by METTL3 is important for IAP heterochromatin integrity in mESCs (WGBS)","Methylation profiling by high throughput sequencing","Mus musculus",8,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE126nnn/GSE126239/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA521370",33505026,SRP184524,"Yang Shi","Dec 09, 2020"
GSE154139,"RNA m6A modification mediated by METTL3 is important for IAP heterochromatin integrity in mESCs (total RNA-Seq 2)","Expression profiling by high throughput sequencing","Mus musculus",6,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154139/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA645185",33505026,SRP271158,"Yang Shi","Dec 09, 2020"
GSE126242,"RNA m6A modification mediated by METTL3 is important for IAP heterochromatin integrity in mESCs (total RNA-seq)","Expression profiling by high throughput sequencing","Mus musculus",8,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE126nnn/GSE126242/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA521372",33505026,SRP184527,"Yang Shi","Dec 09, 2020"
GSE145135,"RNA m6A modification mediated by METTL3 is important for IAP heterochromatin integrity in mESCs [YTHDC1_ChIP]","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",7,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE145nnn/GSE145135/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA606176",33505026,SRP248386,"Yang Shi","Dec 09, 2020"
GSE145134,"RNA m6A modification mediated by METTL3 is important for IAP heterochromatin integrity in mESCs [YTHDC1_ChIRP-Seq]","Other","Mus musculus",2,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE145nnn/GSE145134/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA606177",33505026,SRP248385,"Yang Shi","Dec 09, 2020"
GSE161090,"RNA m6A reader YTHDF2 facilitates lung adenocarcinoma cell proliferation and metastasis by targeting the AXIN1/Wnt/ β-catenin signaling","Methylation profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens",4,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE161nnn/GSE161090/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA675539",33980824,SRP291713,"Yin Li","May 19, 2021"
