Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE133395,"EPIGENETICS OF ALM","Methylation profiling by array","Homo sapiens",53,,"IDAT;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE133nnn/GSE133395/suppl",31888295,,"Varshini Vasudevaraja","Feb 03, 2020"
GSE63828,"EPN1/2 potentiate NFkB signaling","Expression profiling by array","Homo sapiens",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63828/suppl",32960814,,"Yong Wei","Jan 06, 2021"
GSE79606,"EPOP Functionally Links Elongin and Polycomb in Pluripotent Stem Cells","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",30,,"BED;BEDGRAPH;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79606/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA316432",27863225,SRP072351,"Enrique Blanco","Nov 21, 2016"
GSE90045,"EPOP interacts with Elongin BC and USP7 to modulate the chromatin landscape","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens;Mus musculus",39,,"BW","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE90nnn/GSE90045/suppl",27863226,,"Robert Liefke","Nov 18, 2016"
GSE76536,"EPOP interacts with Elongin BC and USP7 to modulate the chromatin landscape (EPOP KO)","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens;Mus musculus",29,,"BW;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76536/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA307667",27863226,SRP068097,"Robert Liefke","Nov 17, 2016"
GSE79318,"EPOP interacts with Elongin BC and USP7 to modulate the chromatin landscape (Elongin B KO)","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",6,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79318/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA315498",27863226,SRP071921,"Robert Liefke","Nov 17, 2016"
GSE85681,"EPOP interacts with Elongin BC and USP7 to modulate the chromatin landscape (USP7 KO)","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",4,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85681/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA339055",27863226,SRP082201,"Robert Liefke","Nov 17, 2016"
GSE148182,"EPR (BC030870) ChIP-Seq analysis in NMuMG mouse mammary gland","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",13,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE148nnn/GSE148182/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA623393",32756918,SRP255460,"gabriele bucci","Apr 07, 2020"
GSE147208,"EPR (BC030870) ChIRP-Seq analysis in NMuMG mouse mammary gland","Other","Mus musculus",3,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE147nnn/GSE147208/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA613423",32756918,SRP253321,"gabriele bucci","Mar 20, 2020"
GSE81162,"EPRS is a Critical Regulator of Cell Proliferation and Estrogen Signaling in ER+ Breast Cancer","Expression profiling by high throughput sequencing","Homo sapiens",12,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81162/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA318910",27612429,SRP073504,"XIANXIAO ZHOU","Oct 05, 2016"
GSE25538,"EQUIVALENCE OF CONVENTIONALLY-DERIVED AND PARTHENOTE-DERIVED HUMAN EMBRYONIC STEM CELLS","Methylation profiling by array","Homo sapiens",39,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE25nnn/GSE25538/suppl",21249129,,"Julie V Harness","Mar 15, 2011"
GSE56501,"ER  and RNA PolII ChIP-seq in WT and ER  mutant mouse uterus","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",10,,"BED;BEDGRAPH","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56501/suppl",22446102,,"Sylvia C Hewitt","Apr 04, 2014"
GSE54592,"ER ChIP-seq of Androstenedione treated Letrozole Resistant Breast Cancer Cell line","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",8,,"BED;BEDGRAPH;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54592/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA237102",26763249,SRP036128,"Leonie Young","Mar 21, 2016"
GSE116768,"ER ChiP-Seq Mcf7 10nM E2","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",4,,"BED;BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE116nnn/GSE116768/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA480204",,SRP152796,"Thomas Westerling","Jul 10, 2018"
GSE155085,"ER alpha coregulator peptide screening profiling by MARCoNI (Microarray Assay for Real-time Coregulator-Nuclear receptor Interaction) assay from human embryonic kidney HEK293 cells after tranfected with ER alpha or Q375 mutations","Protein profiling by protein array","Homo sapiens",42,,"XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE155nnn/GSE155085/suppl",32963012,,"NIEHS Microarray Core","Sep 28, 2020"
GSE72180,"ER alpha rapid signaling is required for estrogen induced proliferation and migration of vascular endothelial cells","Expression profiling by array","Homo sapiens",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72180/suppl",27035664,,"Gavin R. Schnitzler","Mar 22, 2016"
GSE46123,"ER and GR crosstalk at the Genomic Level in mouse mammary cells","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",39,,"BEDGRAPH;CSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46123/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA197299",23803465,SRP021158,"Songjoon Baek","Jul 01, 2013"
GSE114010,"ER beta regulated transcriptome in endometriotic tissues","Expression profiling by array","Mus musculus",18,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE114nnn/GSE114010/suppl",31504401,,"Sang Han","Sep 12, 2019"
GSE115168,"ER proteostasis and temperature differentially impact the mutational tolerance of influenza hemagglutinin","Expression profiling by high throughput sequencing","Homo sapiens",18,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE115nnn/GSE115168/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA473993",30188321,SRP149449,"Matthew Shoulders","Sep 10, 2018"
GSE84155,"ER stress and LIP expression array","Expression profiling by array","Mus musculus",18,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84155/suppl",,,"Rina Wassermann Dozorets","Jul 08, 2016"
GSE24500,"ER stress impairs the insulin signaling pathway through mitochondrial damage in SH-SY5Y human neuroblastoma cells","Expression profiling by array","Homo sapiens",15,,,,,,"hyun-jung koo","Oct 07, 2010"
GSE24497,"ER stress impairs the insulin signaling pathway through mitochondrial damage in SH-SY5Y human neuroblastoma cells (part 1)","Expression profiling by array","Homo sapiens",9,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE24nnn/GSE24497/suppl",,,"hyun-jung koo","Oct 07, 2010"
GSE24499,"ER stress impairs the insulin signaling pathway through mitochondrial damage in SH-SY5Y human neuroblastoma cells (part 2)","Expression profiling by array","Homo sapiens",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE24nnn/GSE24499/suppl",,,"hyun-jung koo","Oct 07, 2010"
GSE84450,"ER stress increases alternative splicing of SRFS3’s poison exon.","Expression profiling by high throughput sequencing","Mus musculus",12,,"DIFF;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84450/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA329197",,SRP078570,"Brian Patrick James","Jul 16, 2016"
GSE158486,"ER stress sensor PERK drives tumor-promoting myelopoiesis by reprogramming hematopoietic progenitor cells in the spleen","Expression profiling by high throughput sequencing","Mus musculus",2,,"TSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE158nnn/GSE158486/suppl",,,"Mingyu Liu","Mar 04, 2022"
GSE2082,"ER stress time course (WT vs CHOP-/-)","Expression profiling by array","Mus musculus",24,GDS997,,,15601821,,"Stefan Marciniak","Dec 17, 2004"
GSE46124,"ER, GR, and E2","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",51,,"BEDGRAPH;CEL;CHP;CSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46124/suppl",23803465,,"Songjoon Baek","Jul 01, 2013"
GSE98407,"ER-464195-01 regulates the expression of inflammation-related genes in DSS-treated mice","Expression profiling by high throughput sequencing","Mus musculus",15,,"XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98407/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA385006",29773794,SRP105803,"Jun-Dal Kim","Apr 11, 2018"
GSE143757,"ER-associated degradation is required for the maintenance of β cell identity via TGFβ signaling","Expression profiling by array","Mus musculus",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE143nnn/GSE143757/suppl",32182217,,"Guido Hooiveld","Jun 29, 2020"
GSE50801,"ER71/ETV2-mediated direct reprogramming of human dermal fibroblasts (HDFs) into endothelial-like cells","Expression profiling by array","Homo sapiens",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50801/suppl",,,"Young-sup Yoon","Sep 12, 2013"
GSE14003,"ERAD inhibitors integrate ER stress with an epigenetic mechanism to activate BH3 only protein NOXA in cancer cells","Expression profiling by array","Homo sapiens",8,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE14nnn/GSE14003/suppl",19164757,,"WeiPing Chen","Feb 20, 2009"
GSE172168,"ERAP2 is a novel target involved in autophagy and activation of pancreatic stellate cells via unfolded protein response signaling pathway","Expression profiling by array","Homo sapiens",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE172nnn/GSE172168/suppl",,,"Weiyu Guan","Apr 30, 2022"
GSE128620,"ERBB2 Regulates MED24 during Cancer Progression in Mice with Pten and Smad4 Deletion in the Pulmonary Epithelium","Expression profiling by array","Mus musculus",9,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE128nnn/GSE128620/suppl",31248101,,"Jian Liu","Jun 19, 2019"
GSE144391,"ERBB2 drives YAP activation and EMT-like processes during cardiac regeneration","Expression profiling by high throughput sequencing","Mus musculus",16,,"XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE144nnn/GSE144391/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA603547",33046882,SRP245626,"Eldad Tzahor","Jul 29, 2020"
GSE87365,"ERBB3 and NGFR mark distinct skeletal muscle progenitor cells in human development enabling enrichment and maturation of hPSC muscle","Expression profiling by high throughput sequencing","Homo sapiens",10,,"XLS;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE87nnn/GSE87365/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA344494",,SRP090475,"Ascia Eskin","Sep 27, 2016"
GSE108759,"ERCC TAC-seq","Other","synthetic construct",7,,"CSV;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108759/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA428505",30588329,SRP128049,"Kaarel Krjutskov","Mar 01, 2018"
GSE99477,"ERF deletion rescues RAS deficiency in mouse embryonic stem cells","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",16,,"BEDGRAPH;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE99nnn/GSE99477/suppl",29650524,,"Oscar Fernandez-Capetillo","May 08, 2018"
GSE99476,"ERF deletion rescues RAS deficiency in mouse embryonic stem cells [ChIP-seq]","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",8,,"BEDGRAPH;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE99nnn/GSE99476/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA388571",29650524,SRP108333,"Oscar Fernandez-Capetillo","May 08, 2018"
GSE99336,"ERF deletion rescues RAS deficiency in mouse embryonic stem cells [expression profiling]","Expression profiling by array","Mus musculus",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE99nnn/GSE99336/suppl",29650524,,"Oscar Fernandez-Capetillo","May 08, 2018"
GSE29000,"ERG Overexpression in PC3 cells.","Expression profiling by array","Homo sapiens",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29000/suppl",,,"Christopher Maher","Jan 01, 2014"
GSE109696,"ERG and FLI1 in endothelial cells","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",20,,"BIGWIG;CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109696/suppl",30500808,,"Nao Nagai","Nov 23, 2018"
GSE128978,"ERG controls B-cell development by promoting Igh V-to-DJ recombination","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by array;Expression profiling by high throughput sequencing","Mus musculus",38,,"BIGWIG;CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE128nnn/GSE128978/suppl",31775043,,"Bo Porse","Nov 24, 2019"
GSE128975,"ERG controls B-cell development by promoting Igh V-to-DJ recombination [ATAC-seq]","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",8,,"BED;BIGWIG;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE128nnn/GSE128975/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA529613",31775043,SRP189729,"Bo Porse","Nov 24, 2019"
GSE128977,"ERG controls B-cell development by promoting Igh V-to-DJ recombination [RNA-seq]","Expression profiling by high throughput sequencing","Mus musculus",24,,"XLS;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE128nnn/GSE128977/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA529614",31775043,SRP189730,"Bo Porse","Nov 24, 2019"
GSE128976,"ERG controls B-cell development by promoting Igh V-to-DJ recombination [microarray]","Expression profiling by array","Mus musculus",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE128nnn/GSE128976/suppl",31775043,,"Bo Porse","Nov 24, 2019"
GSE32481,"ERG deregulation induces PIM-1 over-expression and aneuploidy in prostate epitheilial cells","Expression profiling by array","Mus musculus",11,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32481/suppl",22140532,,"Vera Magistroni","Nov 30, 2011"
GSE51258,"ERG induced mesenchymal like gene signature","Expression profiling by array","Homo sapiens",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51258/suppl",24504051,,"Claudia D Baldus","Oct 19, 2013"
GSE47423,"ERG is a critical regulator of Wnt/LEF1 signaling in prostate cancer","Expression profiling by array","Homo sapiens",5,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47423/suppl",23913826,,"Longtao WU","May 29, 2013"
GSE69873,"ERG promotes the maintenance of hematopoietic stem cells by restricting their differentiation","Expression profiling by array","Mus musculus",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69873/suppl",26385962,,"Nicolas Rapin","Sep 21, 2015"
GSE157413,"ERG-mediated coregulator complex formation maintains androgen receptor signaling in prostate cancer","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",70,,"BW","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE157nnn/GSE157413/suppl",32934023,,"Neel Shah","Sep 04, 2020"
GSE157405,"ERG-mediated coregulator complex formation maintains androgen receptor signaling in prostate cancer [AR ChIP]","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",9,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE157nnn/GSE157405/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA661230",32934023,SRP279946,"Neel Shah","Sep 04, 2020"
GSE157408,"ERG-mediated coregulator complex formation maintains androgen receptor signaling in prostate cancer [ATAC]","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",16,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE157nnn/GSE157408/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA661233",32934023,SRP279949,"Neel Shah","Sep 04, 2020"
GSE157409,"ERG-mediated coregulator complex formation maintains androgen receptor signaling in prostate cancer [Bulk RNA-seq]","Expression profiling by high throughput sequencing","Mus musculus",16,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE157nnn/GSE157409/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA661234",32934023,SRP279963,"Neel Shah","Sep 04, 2020"
GSE157406,"ERG-mediated coregulator complex formation maintains androgen receptor signaling in prostate cancer [ERG ChIP]","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",8,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE157nnn/GSE157406/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA661231",32934023,SRP279947,"Neel Shah","Sep 04, 2020"
GSE157404,"ERG-mediated coregulator complex formation maintains androgen receptor signaling in prostate cancer [H3K27ac ChIP]","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",8,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE157nnn/GSE157404/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA661229",32934023,SRP279945,"Neel Shah","Sep 04, 2020"
GSE157407,"ERG-mediated coregulator complex formation maintains androgen receptor signaling in prostate cancer [PolII ChIP]","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",9,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE157nnn/GSE157407/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA661232",32934023,SRP279948,"Neel Shah","Sep 04, 2020"
GSE157410,"ERG-mediated coregulator complex formation maintains androgen receptor signaling in prostate cancer [single cell RNA-seq]","Expression profiling by high throughput sequencing","Mus musculus",4,,"CLOUPE;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE157nnn/GSE157410/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA661235",32934023,SRP279957,"Neel Shah","Sep 04, 2020"
GSE55823,"ERK Oscillation-Dependent Gene Expression Patterns and Deregulation By The Stress-Response","Expression profiling by array","Homo sapiens",30,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55823/suppl",25068892,,"Katrina M Waters","Mar 13, 2014"
GSE43156,"ERK activation, gene dysregulations and cell transformation at submicromolar doses of Cr6+ in C3H10T1/2 and BALB/c 3T3 cells: interaction with Lipoic acid","Expression profiling by array","Mus musculus",3,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43156/suppl",,,"Dr Sushil Kumar","Dec 31, 2015"
GSE119548,"ERK inhibitor treatment in Pa16C pancreatic cancer cells","Methylation profiling by genome tiling array","Homo sapiens",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE119nnn/GSE119548/suppl",32576853,,"Joel Durand","Jun 29, 2020"
GSE86232,"ERK potentiates transactivation and oncogenic function of ERG by phosphorylation induced dissociation of PRC2 complex","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens",20,,"TXT;XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE86nnn/GSE86232/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA340977",28887309;34314419,SRP083756,"Vivekananda Kedage","Feb 13, 2018"
GSE171341,"ERK signaling mediates resistance to immunomodulatory drugs in the bone marrow microenvironment","Expression profiling by high throughput sequencing;Other","Homo sapiens",20,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE171nnn/GSE171341/suppl",34088671,,"Jiye Liu","Jun 15, 2021"
GSE171339,"ERK signaling mediates resistance to immunomodulatory drugs in the bone marrow microenvironment (CRISPR Screen)","Other","Homo sapiens",14,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE171nnn/GSE171339/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA719239",34088671,SRP313299,"Jiye Liu","Jun 15, 2021"
GSE171340,"ERK signaling mediates resistance to immunomodulatory drugs in the bone marrow microenvironment (RNA-Seq)","Expression profiling by high throughput sequencing","Homo sapiens",6,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE171nnn/GSE171340/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA719234",34088671,SRP313300,"Jiye Liu","Jun 15, 2021"
GSE53470,"ERK signaling regulates opposing functions of JUN family transcription factors in prostate cancer cell migration","Expression profiling by high throughput sequencing","Homo sapiens",9,,"DIFF;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53470/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA232070",25332240,SRP034601,"Peter Hollenhorst","Oct 23, 2014"
GSE163808,"ERK, differentially regulated by costimulation molecules, represses Zfp831, a critical regulator in T follicular helper cell differentiation","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",12,,"BW","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE163nnn/GSE163808/suppl",,,"Chen Dong","Oct 15, 2021"
GSE193319,"ERK-Mediated Phosphorylation of OLA1 Controls Adaptive Mitochondria to Nucleus Communication Regulating Cellular Homeostasis","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",10,,"BED;GTF","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE193nnn/GSE193319/suppl",,,"Adeleye J. Afolayan","Jan 14, 2022"
GSE193317,"ERK-Mediated Phosphorylation of OLA1 Controls Adaptive Mitochondria to Nucleus Communication Regulating Cellular Homeostasis [ChIP-seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",4,,"BED","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE193nnn/GSE193317/suppl",,,"Adeleye J. Afolayan","Jan 14, 2022"
GSE193318,"ERK-Mediated Phosphorylation of OLA1 Controls Adaptive Mitochondria to Nucleus Communication Regulating Cellular Homeostasis [RNA-seq]","Expression profiling by high throughput sequencing","Homo sapiens",6,,"GTF","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE193nnn/GSE193318/suppl",,,"Adeleye J. Afolayan","Jan 14, 2022"
GSE142219,"ERK1/2 controlled genes ANGPT2 and CXCR4 mediate liver metastasis from colon cancer","Expression profiling by array;Third-party reanalysis","Homo sapiens",2,,"CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE142nnn/GSE142219/suppl",32816905,,"Antoni Berenguer-LLergo","Jul 31, 2020"
GSE15315,"ERK1/2 in Ovarian Granulosa Cells are Essential for Female Fertility","Expression profiling by array","Mus musculus",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15315/suppl",19443782,,"JoAnne Richards","Mar 20, 2009"
