Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE140197,"RNAseq of intracellular Toxoplasma gondii treated with Tartrolon E","Expression profiling by high throughput sequencing","Toxoplasma gondii RH",9,,"XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE140nnn/GSE140197/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA588773",32738587,SRP229488,"Roberta M O'Connor","Nov 12, 2019"
GSE196326,"RNAseq of irradiated and non-irradiated hemichordate larvae and juveniles","Expression profiling by high throughput sequencing","Schizocardium californicum",12,,"CSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE196nnn/GSE196326/suppl",35668535,,"Christopher Lowe","Jun 15, 2022"
GSE183050,"RNAseq of isolated astrocytes and microglia from APPPS1E4fl/fl mice following astroycte APOE removal","Expression profiling by high throughput sequencing","Mus musculus",28,,"TSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE183nnn/GSE183050/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA758958",,SRP334740,"Jason Ulrich","Sep 30, 2021"
GSE150641,"RNAseq of kidneys from a mice model of chronic leptospirosis infection and induced a secondary nephrotoxic injury by adenine feeding","Expression profiling by high throughput sequencing","Mus musculus",18,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE150nnn/GSE150641/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA633083",33779314,SRP261816,"Li-Fang Chou","Apr 05, 2021"
GSE115130,"RNAseq of laser captured spinal and oculomotor neurons in post mortem material of ALS patients","Expression profiling by high throughput sequencing","Homo sapiens",14,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE115nnn/GSE115130/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA473843",32065260,SRP149716,"Eva Hedlund","Feb 14, 2020"
GSE94592,"RNAseq of liver dendritic cells targeted with empty liposomes or curcumin liposomes","Expression profiling by high throughput sequencing","Mus musculus",24,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE94nnn/GSE94592/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA371563",,SRP098976,"Muralidhara Rao Maradana","Jan 22, 2020"
GSE94593,"RNAseq of livers of mice fed high fat high sugar diet and either untreated or treated with curcumin liposomes or calcitriol liposomes","Expression profiling by high throughput sequencing","Mus musculus",12,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE94nnn/GSE94593/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA371562",,SRP098977,"Muralidhara Rao Maradana","Jan 22, 2020"
GSE182934,"RNAseq of mRNA from  murine small intestinal crypts","Expression profiling by high throughput sequencing","Mus musculus",20,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE182nnn/GSE182934/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA758379",34739338,SRP334474,"Monica Yabal","Aug 28, 2021"
GSE145104,"RNAseq of mRNA from splenic and hepatic CD8 T cells in ND and CD-HFD mice","Expression profiling by high throughput sequencing","Mus musculus",35,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE145nnn/GSE145104/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA606041",,SRP248222,"sainitin donakonda","Dec 18, 2020"
GSE200752,"RNAseq of macrophages and NK cells from MC38 tumors with PtdSer externalization blockade","Expression profiling by high throughput sequencing","Mus musculus",15,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE200nnn/GSE200752/suppl",,,"Yinan Gong","Jun 04, 2022"
GSE185591,"RNAseq of macrophages from MC38 tumors with PtdSer externalization blockade","Expression profiling by high throughput sequencing","Mus musculus",6,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE185nnn/GSE185591/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA769729",,SRP340588,"Jacob Stewart-Ornstein","Jun 05, 2022"
GSE115796,"RNAseq of maize stem at three developmental stages","Expression profiling by high throughput sequencing","Zea mays",18,,"XLS;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE115nnn/GSE115796/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA476069",30327994,SRP150518,"Hengsheng Wang","Jun 15, 2018"
GSE54877,"RNAseq of memory cocktail versus IL-2 grown OT-I CD8 T cells","Expression profiling by high throughput sequencing","Mus musculus",15,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54877/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA237954",24852944,SRP037709,"Rebecca LaRue","Aug 12, 2014"
GSE81230,"RNAseq of microglia from Rab7 Mutants & Control and Wild-Type mice","Expression profiling by high throughput sequencing","Mus musculus",10,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81230/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA321021",27294511,SRP074596,"Moritz J Rossner","Jun 07, 2016"
GSE137681,"RNAseq of mitral valves from Fbn1 mutant and control mice at 5 months","Expression profiling by high throughput sequencing","Mus musculus",2,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE137nnn/GSE137681/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA566199",31928435,SRP222370,"Katherine E Yutzey","Feb 27, 2020"
GSE115706,"RNAseq of motor neurons and neurons with differential vulnerability isolated from a mouse model of spinal muscular atrophy using laser capture microdissection","Expression profiling by high throughput sequencing","Mus musculus",168,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE115nnn/GSE115706/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA475791",32820007,SRP150371,"Eva Hedlund","Jul 11, 2020"
GSE139269,"RNAseq of mouse arthritic ankles with over-expression of miR-17-5p","Expression profiling by high throughput sequencing","Mus musculus",7,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE139nnn/GSE139269/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA578941",32683798,SRP226653,"Frederic Blanchard","Mar 31, 2020"
GSE134513,"RNAseq of mouse colon epithelial cell fraction in Lingo2 and WT mice","Expression profiling by high throughput sequencing","Mus musculus",6,,"CSV;TSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE134nnn/GSE134513/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA555362",,SRP215301,"De'Broski Herbert","Jul 18, 2022"
GSE134172,"RNAseq of mouse colon epithelial cell fraction in Lingo3, and WT mice","Expression profiling by high throughput sequencing","Mus musculus",6,,"CSV;TSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE134nnn/GSE134172/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA554136",,SRP214315,"De'Broski Herbert","Jul 11, 2022"
GSE148613,"RNAseq of mouse mammary luminal cells","Expression profiling by high throughput sequencing","Mus musculus",5,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE148nnn/GSE148613/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA625197",34815798,SRP256316,"Heng Sun","Nov 17, 2021"
GSE109268,"RNAseq of murine cancer cell lines","Expression profiling by high throughput sequencing","Mus musculus",3,,"XLS;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109268/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA430264",,SRP131027,"Soledad Mac Keon","Dec 14, 2019"
GSE109614,"RNAseq of murine models of high-grade gliomas induced by overexpression of PDGF-B or EGFRvIII","Expression profiling by high throughput sequencing","Mus musculus",7,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109614/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA431534",31733287,SRP131212,"Paolo Malatesta","Mar 13, 2019"
GSE155237,"RNAseq of nasal cells from pre-symptomatic volunteers experimentally infected with RSV","Expression profiling by high throughput sequencing","Homo sapiens",78,,"CSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE155nnn/GSE155237/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA649006",33033192,SRP273785,"Christopher Chiu","Sep 01, 2020"
GSE166161,"RNAseq of nasal cells from volunteers experimentally infected with RSV","Expression profiling by high throughput sequencing","Homo sapiens",26,,"CSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE166nnn/GSE166161/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA700640",,SRP305335,"Christopher Chiu","Feb 08, 2021"
GSE125627,"RNAseq of nestin-expressing murine brainstem progenitors infected with ACVR1 WT or R206H ACVR1 with and without H3.1K27M","Expression profiling by high throughput sequencing","Mus musculus",12,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE125nnn/GSE125627/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA516939",30833574,SRP181955,"Oren Josh Becher","Jan 25, 2019"
GSE87563,"RNAseq of normal associate fibroblasts after treatment with large oncosomes from prostate cancer cells","Expression profiling by high throughput sequencing","Homo sapiens",4,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE87nnn/GSE87563/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA345199",28202510,SRP090756,"Sungyong You","Nov 02, 2017"
GSE118620,"RNAseq of oculomotor (OMN) and spinal motor neurons (SC) derived from mouse embryonic stem cells and purified by FACS","Expression profiling by high throughput sequencing","Mus musculus",24,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE118nnn/GSE118620/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA486267",31080111,SRP158105,"Eva Hedlund","May 09, 2019"
GSE159217,"RNAseq of old and young males with equal physical activity","Expression profiling by high throughput sequencing","Homo sapiens",38,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE159nnn/GSE159217/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA668066",34219410,SRP286734,"Evert M. van Schothorst","Oct 20, 2021"
GSE153508,"RNAseq of oncogene-induced senescent murine macrophages","Expression profiling by high throughput sequencing","Mus musculus",6,,"XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE153nnn/GSE153508/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA642870",,SRP269251,"Gerardo Ferbeyre","Jun 29, 2021"
GSE128730,"RNAseq of parental and neratinib resistant 5637 and OVCAR8 cells with or withour neratinib treatment","Expression profiling by high throughput sequencing","Homo sapiens",24,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE128nnn/GSE128730/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA528648",31978326,SRP189178,"Dhivya Sudhan","Jan 07, 2020"
GSE183069,"RNAseq of pedriatic IBD and XIAP-deficient biopsy samples","Expression profiling by high throughput sequencing","Homo sapiens",30,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE183nnn/GSE183069/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA759006",34739338,SRP334819,"Monica Yabal","Sep 20, 2021"
GSE165369,"RNAseq of perivascular adipose tissue from mesenteric arteries from normotensive and hypertensive Dahl S rats","Expression profiling by high throughput sequencing","Rattus norvegicus",18,,"XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE165nnn/GSE165369/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA694168",33815135,SRP302919,"Andres Andres Contreras","Jan 23, 2021"
GSE190571,"RNAseq of polymicrobial S.aureus and E.coli macrocolonies","Expression profiling by high throughput sequencing","Escherichia coli;Staphylococcus aureus",8,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE190nnn/GSE190571/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA787579",,SRP350040,"Kelvin Chong","Dec 11, 2021"
GSE79174,"RNAseq of pre-T cells from control and Zfp36l1, Zfp36l2 double conditional knockout mice.","Expression profiling by high throughput sequencing","Mus musculus",12,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79174/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA315110",27566829,SRP071732,"Martin Turner","Sep 05, 2016"
GSE162104,"RNAseq of primary colorectal cancer cell lines.","Expression profiling by high throughput sequencing","Homo sapiens",60,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE162nnn/GSE162104/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA680585",33436496,SRP293743,"Simone Di Franco","Jan 28, 2021"
GSE132693,"RNAseq of prostate cancer cells (PC3 and DU145)  treated with 2.5 uM pentamidine or vehicle","Expression profiling by high throughput sequencing","Homo sapiens",12,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132693/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA548765",31721355,SRP201339,"Lin Liu","Jun 14, 2019"
GSE131143,"RNAseq of prostate from mice submitted to diets containing different fatty acids profile (pork fat, linseed oil and soybean oil)","Expression profiling by high throughput sequencing","Mus musculus",30,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131143/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA542718",31848441,SRP198304,"Danilo Lopes Ferrucci","Apr 14, 2020"
GSE93535,"RNAseq of quiescent (Q) and stress induced premature senescent (SIPS) fibroblasts treated with plant extract (1201) from Solidago vigaurea subspecies alpestris","Expression profiling by high throughput sequencing","Homo sapiens",12,,"GTF;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE93nnn/GSE93535/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA361062",29675264,SRP096629,"Markus Schosserer","Mar 09, 2018"
GSE176139,"RNAseq of rabbit lungs infected with Mycobacterium tuberculosis as single cells or aggregates","Expression profiling by high throughput sequencing","Oryctolagus cuniculus",9,,"XLS;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE176nnn/GSE176139/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA735094",34732811,SRP322665,"Selvakumar Subbian","Sep 22, 2021"
GSE112452,"RNAseq of regenerating yap mutant zebrafish hearts","Expression profiling by high throughput sequencing","Danio rerio",12,,"XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE112nnn/GSE112452/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA447594",30295714,SRP136723,"Michael Andrew Flinn","Oct 30, 2018"
GSE135921,"RNAseq of renal CD64+CD11b+F4/80hi  from adult mice after cisplatin-induced acute kidney injury","Expression profiling by high throughput sequencing","Mus musculus",8,,"CSV;TAB;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE135nnn/GSE135921/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA560645",31932472,SRP218653,"Barbara Schraml","Jan 31, 2020"
GSE131751,"RNAseq of renal dendritic cells from adult Clec9a-Cre Rosa-YFP mice","Expression profiling by high throughput sequencing","Mus musculus",33,,"CSV;TAB;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131751/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA544681",31932472,SRP199438,"Barbara Schraml","Jan 31, 2020"
GSE179653,"RNAseq of restimulated lung CD8 T cells 21 days post influenza A infection","Expression profiling by high throughput sequencing","Mus musculus",23,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE179nnn/GSE179653/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA744483",34566986,SRP327343,"Cameron Baker","Jul 30, 2021"
GSE147240,"RNAseq of rhabdomyosarcoma cells after treatment with SGI-110 and/or Dasatinib","Expression profiling by high throughput sequencing","Homo sapiens",24,,"XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE147nnn/GSE147240/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA613485",,SRP253376,"Katherine K Slemmons","Apr 30, 2021"
GSE119131,"RNAseq of ribosomal fractionation to assess the effect of CBFB on translation regulation","Expression profiling by high throughput sequencing","Homo sapiens",12,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE119nnn/GSE119131/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA488239",31061501,SRP159005,"Jing Huang","Apr 18, 2019"
GSE124779,"RNAseq of rim cells and retinal neuroepithelial cells of zebrafish optic cup at 18-20ss stage","Expression profiling by high throughput sequencing","Danio rerio",8,,"TXT;XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE124nnn/GSE124779/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA513467",28372636,SRP176619,"Jaydeep Sidhaye","Jan 09, 2019"
GSE149219,"RNAseq of sorted a4b7+CCR9+ CD4+ Teff cells from human PBMC cultured in 10uM CITCO or DMSO control for 24 hours","Expression profiling by high throughput sequencing","Homo sapiens",6,,"CSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE149nnn/GSE149219/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA627689",33828301,SRP258126,"Mark Sundrud","Feb 13, 2021"
GSE136280,"RNAseq of souble factors in RPE cells from Cryba1 conditional knockout (cKO) mice","Expression profiling by high throughput sequencing","Mus musculus",4,,"TXT;XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE136nnn/GSE136280/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA561830",31552301,SRP219200,"Sayan Ghosh","Aug 26, 2019"
GSE151593,"RNAseq of splenic dendritic cells from 1 week-old and adult  Clec9a-Cre Rosa-Tomato mice","Expression profiling by high throughput sequencing","Mus musculus",9,,"TAB;TXT;XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE151nnn/GSE151593/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA636499",33469015,SRP265525,"Nikolaos Papaioannou","Nov 06, 2020"
GSE163255,"RNAseq of the retinas of diabetic Goto-Kakizaki (GK) rats treated with spironolactone","Expression profiling by high throughput sequencing","Rattus norvegicus",6,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE163nnn/GSE163255/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA685424",34426510,SRP298029,"Min ZHAO","Aug 26, 2021"
GSE141029,"RNAseq of total, soluble and insoluble fraction of WT and mutant yeast cells after 10 minutes at 30, 40 or 42°C","Expression profiling by high throughput sequencing","Saccharomyces cerevisiae",36,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE141nnn/GSE141029/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA591797",32359423,SRP233285,"Scientific Computing Facility","Nov 26, 2019"
GSE154167,"RNAseq of transfected protoplasts of  Populus trichocarpa","Expression profiling by high throughput sequencing","Populus trichocarpa",9,,"XLS;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154167/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA645310",33793955,SRP271234,"Baoguang Liu","Jul 11, 2020"
GSE185054,"RNAseq of two mouse LUSC cell lines derived from NTCU-induced model","Expression profiling by high throughput sequencing","Mus musculus",6,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE185nnn/GSE185054/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA767537",34870316,SRP339412,"Luis M Montuenga","Oct 02, 2021"
GSE118644,"RNAseq of unstimulated human neutrophil granulocytes.","Expression profiling by high throughput sequencing","Homo sapiens",22,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE118nnn/GSE118644/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA486331",30630937,SRP158127,"Sara-Jane Dawson","Feb 01, 2019"
GSE144071,"RNAseq of whole striatum from hypothyroid mice, and hypothyroid mice treated with thyroid hormone for 2 days.","Expression profiling by high throughput sequencing","Mus musculus",12,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE144nnn/GSE144071/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA602692",32092701,SRP243914,"Frédéric Flamant","Jan 31, 2020"
GSE164732,"RNAseq of wild type (WT) and Dll4+/- mouse lung","Expression profiling by high throughput sequencing","Mus musculus",10,,"XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE164nnn/GSE164732/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA691759",33830085,SRP301574,"Venkatesh Sampath","Jan 14, 2021"
GSE167538,"RNAseq of wild type and GDF11-/- Neuro-2a cells","Expression profiling by high throughput sequencing","Mus musculus",6,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE167nnn/GSE167538/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA704915",34588995,SRP308210,"Dixian Wang","Oct 06, 2021"
GSE89319,"RNAseq of wild type and Toddler mutant zebrafish embryos","Expression profiling by high throughput sequencing","Danio rerio",8,,"DIFF;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE89nnn/GSE89319/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA351784",29117894,SRP092317,"James A Gagnon","Oct 28, 2017"
GSE89245,"RNAseq of wild type and maternal-zygotic Nanog mutant (MZnanog) zebrafish embryos","Expression profiling by high throughput sequencing","Danio rerio",9,,"DIFF;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE89nnn/GSE89245/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA350823",29180571,SRP092186,"James A Gagnon","Oct 25, 2017"
GSE111882,"RNAseq of wild type zebrafish germline (ovary, oocyte, testis)","Expression profiling by high throughput sequencing","Danio rerio",6,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE111nnn/GSE111882/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA438478",30190407;34556579,SRP135774,"Andrea Pauli","Sep 07, 2018"
