Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE135734,"Lipotoxic Injury Differentially Regulates Brain Microvascular Gene Expression in Male Mice","Expression profiling by array","Mus musculus",4,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE135nnn/GSE135734/suppl",32545722,,"Saivageethi Nuthikattu","Sep 30, 2021"
GSE107942,"Lipoxins Regulate the  Egr-1 Network and Reverse Diabetic Kidney Disease","Expression profiling by high throughput sequencing","Mus musculus",36,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107942/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA422272",29490938,SRP126673,"Mark D Ziemann","May 22, 2018"
GSE131791,"Liquid profiling in plants: identification and analysis of extracellular miRNAs in of Ginkgo biloba","Non-coding RNA profiling by high throughput sequencing","Ginkgo biloba",1,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131791/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA544948",,SRP199574,"Li Wang","May 28, 2019"
GSE129981,"Liquid-infused structured titanium surfaces for dental implants: antiadhesive mechanism to repel bacterial biofilms","Expression profiling by high throughput sequencing","Streptococcus oralis",11,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE129nnn/GSE129981/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA533328",31173692,SRP192889,"Katharina Doll","May 10, 2020"
GSE192425,"Liraglutide + PYY3-36 combination therapy mimics effects of Roux-en-Y bypass on early NAFLD whilst lacking-behind in metabolic improvements.","Expression profiling by high throughput sequencing","Rattus norvegicus",69,,"CSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE192nnn/GSE192425/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA791389",35160204,SRP351984,"Tom Gräfenhan","Feb 16, 2022"
GSE189112,"Liraglutide inhibits osteoclastogenesis and improves bone loss by down-regulating Trem2 in female type 1 diabetic mice: findings from transcriptomics","Expression profiling by high throughput sequencing","Mus musculus",9,,"XLS;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE189nnn/GSE189112/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA781596",34975749,SRP346761,"Jie Yu","Nov 21, 2021"
GSE90491,"List of TIAM1 differentially expressed genes in SW620 cells [RNA-seq]","Expression profiling by high throughput sequencing","Homo sapiens",9,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE90nnn/GSE90491/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA354872",28416184,SRP093883,"Zoi Diamantopoulou","Apr 26, 2017"
GSE3991,"Listeria host responses","Expression profiling by array","Mus musculus",85,,,,15269347,,"Stanford Microarray Database (SMD)","Jan 07, 2006"
GSE3567,"Listeria infection of Caco-2 cells","Expression profiling by array","Homo sapiens",39,,,,12537547,,"Stanford Microarray Database (SMD)","Nov 05, 2005"
GSE7465,"Listeria monocytogenes Cold Regulon in Log- and Stationary-Phase cells ","Expression profiling by array","Listeria innocua;Listeria monocytogenes",2,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE7nnn/GSE7465/suppl",17720827,,"Sarita Raengpradub","Aug 31, 2007"
GSE12143,"Listeria monocytogenes EGD after growth BHI vs. LB vs. MM","Expression profiling by array","Listeria monocytogenes",9,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12143/suppl",19047753,,"Regina Stoll","Dec 01, 2008"
GSE12146,"Listeria monocytogenes EGD and EGD-e","Expression profiling by array","Listeria monocytogenes;Listeria monocytogenes EGD-e",3,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12146/suppl",19047753,,"Regina Stoll","Dec 01, 2008"
GSE12145,"Listeria monocytogenes EGDΔprfApPrfA and EGDΔprfApPrfA* compared to the wild type strain EGD","Expression profiling by array","Listeria monocytogenes",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12145/suppl",19047753,,"Regina Stoll","Dec 01, 2008"
GSE22672,"Listeria monocytogenes Grown at Refrigeration Temperature Shows Reduced Acid Survival and an Altered Transcriptional Response to Acid Shock","Expression profiling by array","Listeria innocua;Listeria monocytogenes",10,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE22nnn/GSE22672/suppl",22447604,,"Reid A Ivy","Jul 01, 2011"
GSE84879,"Listeria monocytogenes J0161 shows altered resistance characteristics when grown at low temperature and under anaerobic conditions.","Expression profiling by array","Listeria monocytogenes",16,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84879/suppl",,,"Stuart C Allen","Dec 30, 2016"
GSE12634,"Listeria monocytogenes SOS response determined after mitomycin C exposure","Expression profiling by array","Listeria monocytogenes EGD-e",16,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12634/suppl",19892760,,"Stijn van der Veen","Nov 25, 2009"
GSE49056,"Listeria monocytogenes Sigma B, but not PrfA, shows strain specific contributions to growth under salt stress, and prolongated lag phase of a sigB null mutant across strains","Expression profiling by array","Listeria monocytogenes",1,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49056/suppl",24631633,,"Vinicius Buccelli Ribeiro","Jul 20, 2013"
GSE15651,"Listeria monocytogenes Transcriptome with RNA-Seq","Expression profiling by high throughput sequencing","Listeria monocytogenes",4,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15651/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA116667",20042087,SRP001753,"Lalit Ponnala","Jan 05, 2010"
GSE7492,"Listeria monocytogenes and Listeria innocua SigB Regulons as defined by salt-stressed and early stationary-phase cells","Expression profiling by array","Listeria innocua;Listeria monocytogenes",4,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE7nnn/GSE7492/suppl",18024685,,"Sarita Raengpradub","Nov 29, 2007"
GSE48187,"Listeria monocytogenes exposure to chlorine dioxide","Expression profiling by array","Listeria innocua;Listeria monocytogenes",4,,"GPR;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48187/suppl",24610841,,"Aaron Mark Pleitner","Mar 07, 2014"
GSE19337,"Listeria monocytogenes induces T cell receptor unresponsiveness via its pore-forming toxin listeriolysin O","Expression profiling by array","Mus musculus",3,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19337/suppl",20961225,,"Robert Geffers","Jun 29, 2010"
GSE162448,"Listeria monocytogenes infected mouse liver RNA sequencing","Expression profiling by high throughput sequencing","Mus musculus",18,,"TSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE162nnn/GSE162448/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA681882",34237114,SRP295398,"Thomas Decker","Jun 09, 2021"
GSE42730,"Listeria monocytogenes strain F2365 has reduced ability to survive stress while maintaining virulence characteristics","Expression profiling by array","Listeria monocytogenes",1,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42730/suppl",,,"Haley Oliver","Jun 01, 2013"
GSE28507,"Listeria monocytogenes transcriptional response to bile","Expression profiling by array","Listeria monocytogenes;Listeria monocytogenes EGD-e;Listeria monocytogenes serotype 1/2a str. F6854;Listeria monocytogenes serotype 4b str. F2365;Listeria monocytogenes serotype 4b str. H7858",6,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28507/suppl",21542862,,"Jess Leber","Apr 12, 2011"
GSE184930,"Lithium treatment and human hippocampal neurogenesis","Expression profiling by high throughput sequencing","Homo sapiens",11,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE184nnn/GSE184930/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA767056",34718328,SRP339136,"Timothy Powell","Sep 30, 2021"
GSE8330,"Lithium-responsive neurological pathway (kitam-affy-droso-427260)","Expression profiling by array","Drosophila melanogaster",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8330/suppl",,,"Winnie Liang","Jun 30, 2007"
GSE110367,"Lithocholic acid significantly extends the lifespan in Drosophila melanogaster by targeting multiple lifespan-extending pathways","Expression profiling by array","Drosophila melanogaster",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE110nnn/GSE110367/suppl",30051966,,"Hauke Busch","Aug 03, 2018"
GSE120698,"Littorina saxatilis Comparative Genomics Hybridization (CGH) study with NimbleGen 090824_L_saxatilis_expr_HX12","Genome variation profiling by array","Littorina saxatilis",69,,"PAIR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE120nnn/GSE120698/suppl",30385764,,"Humberto Quesada","Oct 02, 2018"
GSE120697,"Littorina saxatilis Expression study with NimbleGen 090824_L_saxatilis_expr_HX12","Expression profiling by array","Littorina saxatilis",22,,"XYS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE120nnn/GSE120697/suppl",30385764,,"Humberto Quesada","Oct 02, 2018"
GSE72430,"Live Attenuated Tetravalent Dengue Vaccination in Non-Human Primates","Expression profiling by array","Homo sapiens",230,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72430/suppl",27214236,,"Fiona Strouts","May 10, 2016"
GSE39138,"Live cell monitoring of periodic gene expression in synchronous human cells identifies forkhead genes involved in cell cycle control","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39138/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA170078",22740631,SRP014032,"Gavin D Grant","Jul 09, 2012"
GSE161276,"Live imaging in freely behaving mice reveals that adult neural stem cell activation is regulated by the day/night cycle and intracellular Ca2+ dynamic","Expression profiling by high throughput sequencing","Mus musculus",4,,"TSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE161nnn/GSE161276/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA676112",33482084,SRP292193,"Jovica Ninkovic","Nov 12, 2020"
GSE115908,"Live-animal imaging of native hematopoietic stem and progenitor cells","Expression profiling by high throughput sequencing","Mus musculus",2,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE115nnn/GSE115908/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA476466",32025033,SRP150692,"Raffaele A Calogero","Sep 23, 2019"
GSE147789,"Live-cell 3D single-molecule tracking reveals how NuRD modulates enhancer/promoter dynamics [ChIP-seq]","Genome binding/occupancy profiling by high throughput sequencing;Other","Mus musculus",4,,"BW;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE147nnn/GSE147789/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA616370",,SRP254663,"Ernest Laue","Apr 01, 2021"
GSE106493,"Live-cell mapping of organelle-associated RNAs via proximity biotinylation combined with protein-RNA crosslinking","Other","Homo sapiens",27,,"DIFF;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE106nnn/GSE106493/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA417050",29239719,SRP123582,"William Mallard","Dec 14, 2017"
GSE141064,"Live-seq for live cell transcriptome profiling","Expression profiling by high throughput sequencing","Mus musculus",1012,,"CSV;XLS;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE141nnn/GSE141064/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA591913",,SRP233365,"Wanze Chen","May 01, 2022"
GSE193496,"LiveG4ID-seq identifies the chromatin G-quadruplex landscape in living cells","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing;Other","Homo sapiens;Mus musculus",47,,"BW;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE193nnn/GSE193496/suppl",,,"Jinghong Li","Jan 15, 2022"
GSE328,"Liver","Expression profiling by array","Mus musculus",2,,,,,,"Sangdun Choi","Mar 06, 2003"
GSE74913,"Liver ChIP-seq analysis in FGF19-treated mice reveals SHP as a global transcriptional partner of SREBP-2","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",4,,"BIGWIG;XLS;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74913/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA301896",26634251;33235221,SRP066058,"Jongsook Kim Kemper","Nov 12, 2015"
GSE156998,"Liver Chromatin accessibility landscapes during onset of salmon maturation ","Genome binding/occupancy profiling by high throughput sequencing","Salmo salar",12,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE156nnn/GSE156998/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA659750",35650521,SRP279075,"Amin Roushdy Mohamed","Aug 28, 2020"
GSE94838,"Liver Clock Rescue","Expression profiling by array","Mus musculus",9,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE94nnn/GSE94838/suppl",28580282,,"Henrik Oster","Mar 31, 2017"
GSE10980,"Liver Cyprinus carpio PFOS experiment","Expression profiling by array","Cyprinus carpio",9,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10980/suppl",18501439,,"An Hagenaars","Aug 15, 2008"
GSE99619,"Liver DGE analysis of hemophilia mice (hFIX9-R29X) treated with ASOs inhibiting NMD","Expression profiling by high throughput sequencing","Mus musculus",33,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE99nnn/GSE99619/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA388971",29334995,SRP108495,"Sagar S Damle","Dec 01, 2017"
GSE157156,"Liver Epithelial Focal Adhesion Kinase Modulates Fibrogenesis and Hedgehog Signaling","Expression profiling by high throughput sequencing","Mus musculus",28,,"XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE157nnn/GSE157156/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA660335",32910808,SRP279401,"Tammy T Chang","Sep 15, 2020"
GSE66568,"Liver Expression Profiling In HMDP (Atherosclerosis F1 study)","Expression profiling by array","Mus musculus",220,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66568/suppl",26694027,,"Calvin Pan","Jan 25, 2016"
GSE10768,"Liver Genomic Responses to Ciguatoxin (P-CTX-1)","Expression profiling by array","Mus musculus",9,GDS3259,,,18353800,,"Frances M Van Dolah","May 08, 2008"
GSE176113,"Liver Homeostasis, Hepatocyte Ploidy, and Circadian Rhythm-controlled Gene Expression are Perturbed in Liver-Specific METTL3 Knockout Mice","Expression profiling by high throughput sequencing","Mus musculus",14,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE176nnn/GSE176113/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA734937",34599880,SRP322470,"Kalpana Ghoshal","Sep 15, 2021"
GSE97676,"Liver Macrophage Infiltration and Inflammation are associated with Antiviral Responses During SIV Infection in Macaques that is Only Partly Reduced during cART","Expression profiling by array","Macaca mulatta",31,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE97nnn/GSE97676/suppl",29466439,,"Michael Gale, Jr","Oct 07, 2017"
GSE48966,"Liver Med23 ablation improves glucose and lipid metabolism and prevent diet-induced obesity","Expression profiling by high throughput sequencing","Mus musculus",8,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48966/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA212436",25223702,SRP027536,"Yajing Chu","Mar 16, 2015"
GSE8858,"Liver Pharmacology and Xenobiotic Response Repertoire","Expression profiling by array","Rattus norvegicus",5312,,,,18364709,,"Jeremy Gollub","Mar 28, 2008"
GSE64769,"Liver Profiling In HMDP (high-fat/high-sucrose diet)","Expression profiling by array","Mus musculus",433,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE64nnn/GSE64769/suppl",25651185;26260972;30343673;33417276;34697471,,"Calvin Pan","Jan 08, 2015"
GSE199986,"Liver RNA expression levels in the Hybrid Rat Diversity Panel for the PhenoGen website (https://phenogen.org)","Expression profiling by high throughput sequencing","Rattus norvegicus",156,,"GTF;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE199nnn/GSE199986/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA822426",,SRP367038,"Laura Saba","Apr 01, 2022"
GSE120797,"Liver RNA microarray from female HDAC6–/–, HDAC9–/– mice","Expression profiling by array","Mus musculus",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE120nnn/GSE120797/suppl",,,"Wayne W Hancock","Oct 04, 2018"
GSE197806,"Liver RNA sequencing data from wildtype and DKO mice during dietary leucine deprivation or control feeding","Expression profiling by high throughput sequencing","Mus musculus",67,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE197nnn/GSE197806/suppl",,,"Andrew Cangelosi","Jul 01, 2022"
GSE180289,"Liver RNA-seq and T cell repertoire of mice with cholangitis","Expression profiling by high throughput sequencing;Other","Mus musculus",17,,"CSV;MTX;TSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE180nnn/GSE180289/suppl",34495298,,"Pierre de la Grange","Sep 03, 2021"
GSE38941,"Liver Regeneration Gene Signature in Hepatitis B virus (HBV)-Associated Acute Liver Failure Identified by Gene Expression Profiling","Expression profiling by array","Homo sapiens",27,GDS4387,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE38nnn/GSE38941/suppl",23185381,,"Patrizia Farci","Dec 01, 2012"
GSE124560,"Liver Single-Cell Transcriptome Analysis of Cell-specific Dysregulation of Liver Cell Biology Following Intravenous Administration of AAV Vectors","Expression profiling by high throughput sequencing","Mus musculus",9,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE124nnn/GSE124560/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA512495",32143547,SRP175020,"Yael Strulovici-Barel","Jun 09, 2020"
GSE168933,"Liver Stromal Cells Restrict Macrophage Maturation and Stromal IL-6 Limits the Differentiation of Cirrhosis-linked Macrophages","Expression profiling by high throughput sequencing","Homo sapiens",95,,"CSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE168nnn/GSE168933/suppl",35074474,,"Shenglin Mei","Jan 31, 2022"
GSE8966,"Liver Transcriptome Profiles Associated with Strain-Specific Ehrlichia chaffeensis–induced Hepatitis","Expression profiling by array","Mus musculus",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8966/suppl",19001077,,"Koshiro Miura","Aug 17, 2009"
GSE110526,"Liver Transcriptomes in C57BL/6 mice","Expression profiling by high throughput sequencing","Mus musculus",3,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE110nnn/GSE110526/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA433933",,SRP132775,"Shan Li","Feb 13, 2019"
GSE189066,"Liver Transcriptomes of Non-alcoholic Steatohepatitis in Mice","Expression profiling by high throughput sequencing","Mus musculus",6,,"CSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE189nnn/GSE189066/suppl",,,"Xiang Liping","Nov 20, 2021"
GSE199121,"Liver Transcriptomes of Simple steatosis in Mice","Expression profiling by high throughput sequencing","Mus musculus",6,,"XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE199nnn/GSE199121/suppl",,,"Xiang Liping","Mar 25, 2022"
GSE58275,"Liver Transcriptomics data from mouse model with Features of Post-traumatic Stress Disorder","Expression profiling by array","Mus musculus",39,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58275/suppl",25629821,,"Meskerem Jibitu","Jun 07, 2014"
GSE181301,"Liver Transcriptomics from Male and Female Mice of Three Strains on Control, Medium Protein and Low Protein Diets","Expression profiling by high throughput sequencing","Mus musculus",72,,"CSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE181nnn/GSE181301/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA751536",35108511,SRP330865,"Cara Leanne Green","Nov 18, 2021"
GSE168588,"Liver Transcriptomics from Mice on a Control vs Low Isoleucine Diet","Expression profiling by high throughput sequencing","Mus musculus",16,,"CSV;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE168nnn/GSE168588/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA708342",33887198,SRP310005,"Cara Leanne Green","Apr 21, 2021"
GSE199870,"Liver Transposase-Accessible Chromatin signal changes related to fat content in pigs","Genome binding/occupancy profiling by high throughput sequencing","Sus scrofa",28,,"TSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE199nnn/GSE199870/suppl",,,"Kacper Zukowski","Apr 03, 2022"
GSE121819,"Liver X Receptor α Activation Enhances Cholesterol Secretion in Lactating Mammary Epithelium","Expression profiling by array","Mus musculus",8,,"CEL;XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE121nnn/GSE121819/suppl",30964702,,"Michael C. Rudolph","Mar 05, 2019"
GSE44073,"Liver X Receptors play an antitumoral role in the intestine","Expression profiling by array","Homo sapiens;Mus musculus",28,,,,23419360,,"Antonio Moschetta","Feb 05, 2013"
GSE13192,"Liver X receptor beta is the dominant LXR subtype in skeletal muscle","Expression profiling by array","Mus musculus",16,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE13nnn/GSE13192/suppl",19996385,,"Guido Hooiveld","Mar 31, 2010"
GSE39752,"Liver adapts mitochondrial function to insulin-resistant and diabetic states in mice","Expression profiling by array","Mus musculus",13,GDS4845,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39752/suppl",24291365;27284107,,"Johannes Beckers","Dec 10, 2013"
GSE11382,"Liver and cecum from mice exposed to aflatoxin B1 (AFB1) and/or Helicobacter hepaticus","Expression profiling by array","Mus musculus",10,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11382/suppl",19850960,,"Arlin B Rogers","May 09, 2008"
GSE160436,"Liver and fat transcriptomic changes related to fat content in pigs","Expression profiling by high throughput sequencing","Sus scrofa",32,,"CSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE160nnn/GSE160436/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA673196",,SRP289767,"Kacper Zukowski","Oct 30, 2020"
GSE62159,"Liver and muscle gene expression and cow fertility at late pregnancy, early lactation and mid lactation","Expression profiling by high throughput sequencing","Bos taurus",96,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62159/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA263327",27514375,SRP048734,"Bruce Moran","Oct 08, 2015"
GSE106639,"Liver array following CMPF treatment","Expression profiling by array","Mus musculus",18,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE106nnn/GSE106639/suppl",29290411,,"Kacey June Prentice","Nov 08, 2017"
GSE135375,"Liver cancer progression through increased miR-221 mediated tumorigenesis","Expression profiling by array","Homo sapiens",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE135nnn/GSE135375/suppl",,,"Genotypic technology","Aug 01, 2020"
