Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE121010,"Comparison of cortical grey matter from Rasmussen Encephalitis patients and age-matched epileptic controls","Expression profiling by array","Homo sapiens",24,,"CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE121nnn/GSE121010/suppl",30663001,,"Anna Regina Tröscher","Jan 22, 2019"
GSE134637,"Comparison of cortisol metrics and total RNA profiles from Healthy Individuals","Expression profiling by high throughput sequencing","Homo sapiens",80,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE134nnn/GSE134637/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA555899",,SRP215902,"Mehdi Pirooznia","Jul 31, 2020"
GSE4642,"Comparison of cotton fiber to ovule at 9 DPA","Expression profiling by array","Gossypium hirsutum",4,,,,,,"Xiao-Ya Chen","Apr 12, 2006"
GSE3584,"Comparison of cross-species and species-specific hybridizations","Expression profiling by array","Solanum lycopersicum;Solanum tuberosum",16,,,,16677401,,"Carmiya Bar-Or","May 30, 2006"
GSE79677,"Comparison of crossbred and purebred cattle by bioinformatics analysis of differentially expressed transcripts","Expression profiling by high throughput sequencing","Bos taurus",5,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79677/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA316693",,SRP072500,"Misagh Moridi","Sep 29, 2016"
GSE102668,"Comparison of cultured and sand fly-derived promastigotes by means of RNA-Seq","Expression profiling by high throughput sequencing","Leishmania infantum",2,,"XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE102nnn/GSE102668/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA290068",29609036,SRP115111,"PEDRO JOSÉ ALCOLEA ALCOLEA","Aug 15, 2018"
GSE68038,"Comparison of cultured chondrocytes from knee and proximal interphalangeal joints","Expression profiling by array","Homo sapiens",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68038/suppl",26773445,,"Karin Wagner","Jan 01, 2016"
GSE136749,"Comparison of cytosine base editors and development of the BEable-GPS database for targeting pathogenic SNVs","Other","Homo sapiens",71,,"TXT;XLS;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE136nnn/GSE136749/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA563572",31647030,SRP220106,"Li Yang","Sep 25, 2019"
GSE30869,"Comparison of developmental stage transcripts in the K1 strain","Expression profiling by array","Plasmodium falciparum",9,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE30nnn/GSE30869/suppl",21849091,,"Philip James Shaw","Aug 02, 2011"
GSE181216,"Comparison of different T cell extracellular vesicles derived from activated, and expanded primary CD4+ and CD8+ human T cells.","Non-coding RNA profiling by high throughput sequencing","Homo sapiens",185,,"TSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE181nnn/GSE181216/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA751069",35710644,SRP330604,"Ashwin Jainarayanan","May 24, 2022"
GSE139292,"Comparison of different shear stress conditions on gene proflile modulation in HCASMC and HCAEC, in the presence or absence of BVS+Everolimus","Expression profiling by high throughput sequencing","Homo sapiens",36,,"TAB;TSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE139nnn/GSE139292/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA579162",,SRP227120,"Federico Vozzi","Nov 01, 2020"
GSE126495,"Comparison of different therapeutic regimens in an INI1-deficient proximal-type epithelioid sarcoma patient-derived xenograft highlights the antitumor activity of the EZH2 inhibitor EPZ-011989 and suggests autophagy as a possible cytoprotective mechanism","Expression profiling by high throughput sequencing","Homo sapiens",4,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE126nnn/GSE126495/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA522084",31331120,SRP185807,"Stefano Percio","Apr 13, 2020"
GSE18815,"Comparison of diploid and transformed tetraploid MEF cells: gene expression and DNA methylation profiling","Expression profiling by array;Methylation profiling by genome tiling array","Mus musculus",8,,"CEL;GFF;PAIR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE18nnn/GSE18815/suppl",22569363,,"Xiwei Wu","Apr 30, 2012"
GSE205310,"Comparison of dual sgRNA library versus Dolcetto by Perturb-seq","Expression profiling by high throughput sequencing","Homo sapiens",2,,"CSV;MTX;TSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE205nnn/GSE205310/suppl",,,"Joseph Replogle","Jun 04, 2022"
GSE68880,"Comparison of ectopic gene expression in Cdx1+/+ and Cdx1-/- thymic medullary epithelial cells","Expression profiling by array","Mus musculus",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68880/suppl",,,"Ana Izcue","May 01, 2018"
GSE25144,"Comparison of effects of Iodine-deficiency and perchlorate on thyroid","Expression profiling by array","Rattus norvegicus",24,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE25nnn/GSE25144/suppl",,,"Ken Jones","Nov 04, 2010"
GSE121487,"Comparison of efficacy of SHENQI compound and rosiglitazone in the treatment of diabetic vasculopathy analyzing multi-factor mediated disease-causing modules","Expression profiling by array","Mus musculus",42,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE121nnn/GSE121487/suppl",,,"Xiaoting Li","Oct 19, 2018"
GSE103743,"Comparison of embryonic samples (E18) vs. adult (34 weeks old) lacrimal gland transcriptome","Expression profiling by array","Mus musculus",6,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103743/suppl",29033846,,"Frederic Michon","Sep 13, 2017"
GSE22855,"Comparison of enchondromas with controls (growth plate and cartilage)","Expression profiling by array","Homo sapiens",13,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE22nnn/GSE22855/suppl",21235737,,"Twinkal Chandubhai Pansuriya","Aug 26, 2011"
GSE12025,"Comparison of endocrine enriched genes in islet beta cells versus induced beta cells","Expression profiling by array","Mus musculus",9,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12025/suppl",18754011,,"qiao zhou","Jul 08, 2008"
GSE22583,"Comparison of endogenous and viral microRNA profile of Arabidopsis thaliana with and without Turnip Mosaic Virus infection.","Non-coding RNA profiling by array","Arabidopsis thaliana",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE22nnn/GSE22583/suppl",,,"Shazia Iram","Jun 27, 2010"
GSE130488,"Comparison of endogenous gene expression of HCT116 colorectal cancer cells and HCT116-derived DAPK1 knockout (ko) clones.","Expression profiling by array;Other","Homo sapiens",9,,"RCC;XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE130nnn/GSE130488/suppl",,,"Regine Schneider-Stock","May 01, 2019"
GSE69720,"Comparison of endogenous tRNA expression levels from cells expressing and sgRNA from either a U6 or tRNA promoter","Non-coding RNA profiling by high throughput sequencing","Homo sapiens",3,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69720/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA286739",26187160,SRP059359,"Adam Lee Mefferd","Sep 09, 2015"
GSE26787,"Comparison of endometrial expression in patients which underwent previous recurrent abortions, implantation failure after IVF/ICSI compared to control fertile","Expression profiling by array","Homo sapiens",15,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE26nnn/GSE26787/suppl",22025212,,"Nathalie Lédée","Jan 22, 2011"
GSE119747,"Comparison of enteroendocrine cells and pancreatic β-cells using gene expression profiling and insulin gene methylation","Expression profiling by array","Mus musculus",39,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE119nnn/GSE119747/suppl",30379923,,"Ki-Ho Song","Sep 11, 2018"
GSE116717,"Comparison of epithelial cells from various epithelia and hair follicle stem cells","Expression profiling by high throughput sequencing","Rattus norvegicus",20,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE116nnn/GSE116717/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA479980",33159086,SRP152520,"Sandra Calderon","Sep 17, 2020"
GSE116719,"Comparison of epithelial cells from various epithelia and hair follicle stem cells [microarray]","Expression profiling by array","Rattus norvegicus",20,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE116nnn/GSE116719/suppl",33159086,,"Sandra Calderon","Sep 17, 2020"
GSE36330,"Comparison of exercise and pregnancy-induced cardiac hypertrophy","Expression profiling by array","Mus musculus",18,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36330/suppl",22860109,,"Joseph K Heimiller","Mar 08, 2012"
GSE26189,"Comparison of exon profiles before and after hormone induction","Expression profiling by array","Mus musculus",15,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE26nnn/GSE26189/suppl",21258342,,"John A Stamatoyannopoulos","Dec 21, 2010"
GSE30727,"Comparison of exon-wise expression profiling between normal and cancer tissues of human stomach","Expression profiling by array","Homo sapiens",60,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE30nnn/GSE30727/suppl",,,"Sung-Ho Goh","Jul 12, 2014"
GSE54434,"Comparison of exosomal and cellular miRNA from patients with chronic lymphocytic leukaemia","Other","Homo sapiens",16,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54434/suppl",22024720;27118451,,"Simon David Wagner","Jul 25, 2014"
GSE126228,"Comparison of expressed pdxJ variants on global gene expression in E. coli","Expression profiling by array","Bacillus subtilis subsp. subtilis str. 168;Corynebacterium glutamicum;Escherichia coli;Escherichia coli BW25113;Gluconobacter oxydans;Pseudomonas putida KT2440",4,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE126nnn/GSE126228/suppl",31557000,,"Tino Polen","May 13, 2019"
GSE76509,"Comparison of expression data between control and Bdh2 morphant zebrafish embryos, as well as Bdh2 morphant zebrafish embryos expressing ectopic Bdh2","Expression profiling by array","Danio rerio",5,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76509/suppl",26929344,,"Zhuoming Liu","Jan 21, 2016"
GSE21539,"Comparison of expression data between control and Ovo1 morphant zebrafish embryos","Expression profiling by array","Danio rerio",6,GDS3719,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE21nnn/GSE21539/suppl",20463035,,"Sarah Piloto","Apr 28, 2010"
GSE76508,"Comparison of expression data between control, Atg7, Bdh2, Atg7 and Bdh2 dual morphant zebrafish embryos","Expression profiling by array","Danio rerio",10,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76508/suppl",26929344,,"Zhuoming Liu","Jan 21, 2016"
GSE109047,"Comparison of expression data from DLD-1 subpopulations","Expression profiling by array;Genome variation profiling by SNP array;SNP genotyping by SNP array","Homo sapiens",18,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109047/suppl",29484367,,"Thomas Streichert","Mar 14, 2018"
GSE109044,"Comparison of expression data from DLD-1 subpopulations I","Expression profiling by array","Homo sapiens",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109044/suppl",29484367,,"Thomas Streichert","Mar 14, 2018"
GSE109045,"Comparison of expression data from DLD-1 subpopulations II","Expression profiling by array","Homo sapiens",6,,"CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109045/suppl",29484367,,"Thomas Streichert","Mar 14, 2018"
GSE109046,"Comparison of expression data from DLD-1 subpopulations III","SNP genotyping by SNP array;Genome variation profiling by SNP array","Homo sapiens",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109046/suppl",29484367,,"Thomas Streichert","Mar 14, 2018"
GSE57959,"Comparison of expression data of  2 & 4- months old  CRYAAN101D versus CRYAAWT lenses","Expression profiling by high throughput sequencing","Mus musculus",4,,"XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57959/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA248551",25146988,SRP042244,"David Crossman","May 28, 2014"
GSE7359,"Comparison of expression in Arabidopsis mutant tdt-1 and wild type","Expression profiling by array","Arabidopsis thaliana",3,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE7nnn/GSE7359/suppl",17513503,,"David Goeres","Jul 31, 2007"
GSE14564,"Comparison of expression in PAM765-transgenic vs GUS-transgenic Arabidopsis","Expression profiling by array","Arabidopsis thaliana",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE14nnn/GSE14564/suppl",19329488,,"Kenro Oshima","Jul 30, 2009"
GSE36390,"Comparison of expression microarray data and somatic mutation signature in primary HCC","Expression profiling by array","Homo sapiens",7,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36390/suppl",22634756,,"Tatsuhiro Shibata","Mar 10, 2012"
GSE117545,"Comparison of expression profile between fibroblasts taken from young (23 years old) and aged (70 years old) donors","Expression profiling by array","Homo sapiens",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE117nnn/GSE117545/suppl",,,"Kazuyuki Yo","Jul 24, 2018"
GSE3118,"Comparison of expression profile between human Müller cells, HMCL-I and HMCL-II","Expression profiling by SAGE","Homo sapiens",3,,,,17962478,,"Caroline Lupien","Aug 12, 2006"
GSE85750,"Comparison of expression profiles between WT and MG-G1 adult bone marrow LSK cells","Expression profiling by high throughput sequencing","Mus musculus",6,,"FPKM_TRACKING;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85750/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA339260",,SRP082369,"Lei YU","Feb 12, 2017"
GSE71267,"Comparison of expression profiles for Agrobacterium tumefaciens wild-type strain C58 and isogenic pdhS2 (Atu1888) deletion strain","Expression profiling by array","Agrobacterium tumefaciens",3,,"GPR;PDF;XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71267/suppl",30620265,,"Jason Eugene Heindl","Jul 24, 2015"
GSE71138,"Comparison of expression profiles for Agrobacterium tumefaciens wild-type strain C58 grown with or without iron.","Expression profiling by array","Agrobacterium tumefaciens",4,,"GPR;XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71138/suppl",26712936,,"Jason Eugene Heindl","Jul 22, 2015"
GSE71266,"Comparison of expression profiles for Agrobacterium tumefaciens wild-type strain C58 grown with or without manganese","Expression profiling by array","Agrobacterium tumefaciens",4,,"GPR;PDF;XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71266/suppl",26712936,,"Jason Eugene Heindl","Jul 24, 2015"
GSE60061,"Comparison of expression profiles for Nicotiana benthamiana agroinfiltrated with caryophyllene synthase and SNARE-RNAi","Expression profiling by high throughput sequencing","Nicotiana benthamiana",12,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60061/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA257401",,SRP045229,"Hieng-Ming Ting","Jul 25, 2020"
GSE6876,"Comparison of expression profiles in response to blue, UV-A, and UV-B in the swollen hypocotyls of turnip","Expression profiling by array","Brassica rapa subsp. rapa",9,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6876/suppl",,,"Saneyuki Kawabata","Feb 22, 2007"
GSE98009,"Comparison of expression profiles of APP-depleted prostate cancer cells (LNCaP)","Expression profiling by high throughput sequencing","Homo sapiens",12,,"XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98009/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA383657",,SRP104390,"Gabriela Salinas","Oct 20, 2018"
GSE62822,"Comparison of expression profiles of Ba/F3 cells transduced with human CALR or human CALR + Type 1 mutation (hCALR-del52) by RNA-seq","Expression profiling by high throughput sequencing","Mus musculus",6,,"XLS;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62822/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA265360",,SRP049380,"Franz Klein","Jan 29, 2016"
GSE25252,"Comparison of expression profiles of Foxp3(+)epigenetics(-) T cells, Foxp3(-)epigenetics(+) T cells, and Foxp3(+)epigenetics(+) T cells","Expression profiling by array","Mus musculus",10,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE25nnn/GSE25252/suppl",23123060,,"Hiromasa Morikawa","Nov 05, 2012"
GSE109257,"Comparison of expression profiles of SCD::Keap1F/F and SCD::Keap1F/F::Tie1-Cre mouse pulmonary primary endothelial cells(MPPCECs)","Expression profiling by high throughput sequencing","Mus musculus",6,,"DIFF;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109257/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA430247",31015205,SRP131019,"Masayuki Yamamoto","Feb 01, 2020"
GSE75177,"Comparison of expression profiles of WT and Nrf2AY/AY mutant macrophages under electrophilic stress agent","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Mus musculus",24,,"BED","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75177/suppl",26677805,,"Masayuki Yamamoto","Jan 04, 2016"
GSE75175,"Comparison of expression profiles of WT and Nrf2AY/AY mutant macrophages under electrophilic stress agent [ChIP-Seq]","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",12,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75175/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA302714",26677805,SRP066409,"Masayuki Yamamoto","Jan 04, 2016"
GSE75176,"Comparison of expression profiles of WT and Nrf2AY/AY mutant macrophages under electrophilic stress agent [RNA-Seq]","Expression profiling by high throughput sequencing","Mus musculus",12,,"FPKM_TRACKING;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75176/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA302713",26677805,SRP066411,"Masayuki Yamamoto","Jan 04, 2016"
GSE81526,"Comparison of expression profiles of fetal and adult BMPR1B+ chondrocytes","Expression profiling by high throughput sequencing","Homo sapiens",21,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81526/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA321860",,SRP075282,"Denis Evseenko","Apr 23, 2022"
GSE21389,"Comparison of expression profiles of once and three time linearly amplified samples","Expression profiling by array","Mus musculus",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE21nnn/GSE21389/suppl",20624733,,"Thomas Giger","May 20, 2010"
GSE176292,"Comparison of extracellular vesicle and filamentous cell transcriptomes of Ustilago maydis","Expression profiling by high throughput sequencing","Ustilago maydis",12,,"CSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE176nnn/GSE176292/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA735731",34356940,SRP323046,"Michael Feldbrügge","Jun 08, 2021"
GSE165323,"Comparison of extracellular vesicle miRNA cargo of Adult and Fetal MSCs","Non-coding RNA profiling by high throughput sequencing","Homo sapiens",11,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE165nnn/GSE165323/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA694108",33718342,SRP302869,"Jeroen van de Peppel","Feb 10, 2021"
GSE94778,"Comparison of extracellular vesicles released from mouse WEHI-231 B cells under isotype or anti-CD24 antibody stimulation","Expression profiling by high throughput sequencing","Mus musculus",6,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE94nnn/GSE94778/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA374031",28819186,SRP099213,"D. Craig Ayre","Aug 28, 2017"
GSE42112,"Comparison of extravillous trophoblast cells derived from human embryonic stem cells and from first trimester human placentas","Expression profiling by array","Homo sapiens",13,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42112/suppl",23631809,,"Laura Clamon Schulz","May 02, 2013"
GSE42062,"Comparison of fire ant adult queens with different supergene genotypes (SB/SB and SB/Sb) and different age classes (1-day-old virgins, 11-day-old virgins and reproductive queens) from 2008 and 2009","Expression profiling by array","Solenopsis invicta",78,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42062/suppl",23334415;23730737,,"Mingkwan Nipitwattanaphon","Nov 07, 2012"
GSE11694,"Comparison of fire ant adult workers with different Gp-9 (BB and Bb) genotypes and from monogyne and polygyne colonies.","Expression profiling by array","Solenopsis invicta",62,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11694/suppl",18636101,,"John Wang","Jun 06, 2008"
