Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE103855,"Inositol Trisphosphate Receptor Mediated Ca2+ Signalling Stimulates Mitochondrial Function and Gene Expression in Core Myopathy Patients","Expression profiling by array","Homo sapiens;Mus musculus",40,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103855/suppl",,,"Gerolamo Lanfranchi","Sep 15, 2020"
GSE103854,"Inositol Trisphosphate Receptor Mediated Ca2+ Signalling Stimulates Mitochondrial Function and Gene Expression in Core Myopathy Patients [Human arrays]","Expression profiling by array","Homo sapiens",28,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103854/suppl",,,"Gerolamo Lanfranchi","Sep 15, 2020"
GSE103853,"Inositol Trisphosphate Receptor Mediated Ca2+ Signalling Stimulates Mitochondrial Function and Gene Expression in Core Myopathy Patients [Mouse arrays]","Expression profiling by array","Mus musculus",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103853/suppl",,,"Gerolamo Lanfranchi","Sep 15, 2020"
GSE126927,"Inositol pyrophosphate InsP8 acts as intracellular phosphate signal in Arabidopsis","Expression profiling by high throughput sequencing","Arabidopsis thaliana",6,,"CSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE126nnn/GSE126927/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA523789",31419530,SRP186580,"Mingguang Lei","Feb 22, 2022"
GSE131237,"Inositol pyrophosphate dynamics impact fission yeast phosphate homeostasis via modulation of RNA 3' processing and transcription termination","Expression profiling by high throughput sequencing","Schizosaccharomyces pombe",9,,"TXT;XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131237/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA543029",31276588;32282918,SRP198461,"Angad Garg","Jun 16, 2019"
GSE127550,"Inositol pyrophosphate dynamics impact phosphate homeostasis via modulation of RNA 3' processing and transcription termination","Expression profiling by high throughput sequencing","Schizosaccharomyces pombe",12,,"TXT;XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE127nnn/GSE127550/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA524918",31276588;32282918,SRP187113,"Angad Garg","Jun 16, 2019"
GSE41211,"Inositol regulation with Cryptococcus neoformans JEC21 70-mer whole genome array","Expression profiling by array","Cryptococcus neoformans;Cryptococcus neoformans var. neoformans JEC21",3,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41211/suppl",23592982,,"Chaoyang Xue","Sep 29, 2012"
GSE72616,"Inositol requiring enzyme 1α augments angiogenesis for diabetic wound healing","Non-coding RNA profiling by array","Mus musculus",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72616/suppl",26981370,,"JIEMEI WANG","Sep 02, 2015"
GSE7063,"Input DNA","Genome binding/occupancy profiling by genome tiling array","Arabidopsis thaliana",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE7nnn/GSE7063/suppl",17439305,,"Steve E Jacobsen","Apr 17, 2007"
GSE79565,"Input Strategy for Improving Analysis of ChIP-exo Data and Beyond","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",16,,,,27550178,,"Bethany Buck-Koehntop","Aug 24, 2016"
GSE79564,"Input Strategy for Improving Analysis of ChIP-exo Data and Beyond [RNA-Seq]","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",9,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79564/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA316189",27550178,SRP072272,"Bethany Buck-Koehntop","Aug 24, 2016"
GSE42659,"Insect larvae fed on resistant Zea mays (corn) expressing maize insect resistant 1 cysteine protease (Mir1-CP) compensate for Mir1-CP degradation of their peritrophic membrane by altering expression of midgut transcripts as revealed through mRNA-seq","Expression profiling by high throughput sequencing","Spodoptera frugiperda",6,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42659/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA182546",,SRP017381,"Howard W Fescemyer","Dec 01, 2012"
GSE37310,"Insecticide resistance mechanisms Myzus persicae: Genotypes Insecticide vs. Genotypes Control","Expression profiling by array","Myzus persicae",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37310/suppl",22685538,,"Andrea Silva","Jan 01, 2013"
GSE21316,"Insert in CovS Gene Distinguishes a Pharyngeal and a Blood Isolate of Streptococcus pyogenes Found in the Same Individual.","Expression profiling by array","Streptococcus pyogenes",2,,"PAIR;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE21nnn/GSE21316/suppl",20634239,,"Alan Francis Garcia","May 01, 2010"
GSE63167,"Insight into Vibrio parahaemolyticus CHN25 response to artificial gastric fluid stress by transcriptomic analysis","Expression profiling by array","Vibrio parahaemolyticus;Vibrio parahaemolyticus RIMD 2210633",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63167/suppl",,,"Lanming Chen","Jun 30, 2015"
GSE179701,"Insight into late synovial joint development by single cell transcriptomics in murine","Expression profiling by high throughput sequencing","Mus musculus",1,,"H5AD;TAR;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE179nnn/GSE179701/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA744570",,SRP327417,"Qin Bian","Mar 30, 2022"
GSE143346,"Insight into natural aging process of zebrafish heart","Non-coding RNA profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Danio rerio",12,,"XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE143nnn/GSE143346/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA598547",32372324,SRP239262,"Xuelian Shao","Jun 30, 2020"
GSE119798,"Insight into novel RNA-binding activities via large-scale analysis of lncRNA-bound proteome and IDH1-bound transcriptome","Expression profiling by high throughput sequencing","Mus musculus",3,,"BEDGRAPH;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE119nnn/GSE119798/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA490341",30698743,SRP161489,"jinlong lu","Jan 15, 2019"
GSE144646,"Insight into the regulation of prodigiosin production by temperature in Serratia marcescens through transcriptome analysis","Expression profiling by high throughput sequencing","Serratia marcescens",12,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE144nnn/GSE144646/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA604408",,SRP246638,"YANG SUN","Dec 31, 2020"
GSE29024,"Insight into the response of Bacillus cereus towards the polysaccharide chitosan","Expression profiling by array","Bacillus cereus;Bacillus cereus ATCC 14579",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29024/suppl",21931677,,"Akos T Kovacs","Oct 19, 2011"
GSE68949,"Insight into the role of thyroid hormone on neocortex development through global transcriptome analysis of primary cerebrocortical cells: Identification of genes regulated directly and indirectly by triiodothyronine in specific cell types","Expression profiling by high throughput sequencing","Mus musculus",12,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68949/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA284148",26534908,SRP058388,"Francisco García García","Nov 09, 2015"
GSE128194,"Insight on amoebiasis using a 3D model of the human intestine","Expression profiling by high throughput sequencing","Entamoeba histolytica HM-1:IMSS;Homo sapiens",6,,"XLS;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE128nnn/GSE128194/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA526712",32175652,SRP188225,"Rachel Legendre","Apr 29, 2020"
GSE124833,"Insights from long non-coding RNAs profiling of beta cells undergoing high glucose/palmitate -induced glucolipotoxicity","Expression profiling by high throughput sequencing","Rattus norvegicus",6,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE124nnn/GSE124833/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA513886",31737170,SRP176764,"Xiang Kong","Dec 01, 2019"
GSE3588,"Insights into Dahl salt-sensitive hypertension revealed","Expression profiling by array","Rattus norvegicus",24,,,,12488510,,"Mingyu Liang","Nov 17, 2005"
GSE164781,"Insights into Epithelial Cell Senescence from Transcriptome and Secretome Analysis of Human Oral Keratinocytes","Expression profiling by high throughput sequencing;Other","Homo sapiens",18,,,,33601339,,"April Elizabeth Williams","Mar 18, 2021"
GSE155371,"Insights into Epithelial Cell Senescence from Transcriptome and Secretome Analysis of Human Oral Keratinocytes [RNA-seq]","Expression profiling by high throughput sequencing","Homo sapiens",18,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE155nnn/GSE155371/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA649536",33601339,SRP274133,"April Elizabeth Williams","Mar 18, 2021"
GSE16594,"Insights into GATA-1-Mediated Gene Activation versus Repression via Genome-wide Chromatin Occupancy Analysis","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",1,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16594/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA116159",19941827,SRP001586,"Laura Riva","Nov 25, 2009"
GSE106839,"Insights into LMH cells response to fowl adenovirus serotype 4 (FAdV-4) infection by transcriptome analysis","Expression profiling by high throughput sequencing","Gallus gallus",18,,"XLS;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE106nnn/GSE106839/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA418156",,SRP124864,"Junqin Zhang","Nov 14, 2017"
GSE29550,"Insights into N-calls of mitochondrial DNA sequencing using MitoChip v2.0","Genome variation profiling by genome tiling array","Homo sapiens",16,,"CEL;CHP;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29550/suppl",22011414,,"Gareth Price","May 18, 2012"
GSE179303,"Insights into ROS-dependent signalling underlying transcriptomic plant responses to the herbicide 2,4-D","Expression profiling by array","Arabidopsis thaliana",24,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE179nnn/GSE179303/suppl",,,"Rocio Bautista","Dec 01, 2021"
GSE28885,"Insights into Transcriptional Regulatory Pathways on Systemic Communication under Flooding in Arabidopsis","Expression profiling by array","Arabidopsis thaliana",64,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28885/suppl",22194941,,"Fu-Chiun Hsu","Oct 21, 2011"
GSE57553,"Insights into acetate toxicity in Zymomonas mobilis 8b using different substrates","Expression profiling by genome tiling array","Zymomonas mobilis",30,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57553/suppl",25298783,,"Shihui YANG","Sep 08, 2014"
GSE58058,"Insights into carcinogenic mechanisms of colorectal carcinoma lacking β-catenin/TCF regulated transcription.","Expression profiling by array","Homo sapiens",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58058/suppl",27047543,,"Johanna Lotsari-Salomaa","Dec 31, 2016"
GSE92470,"Insights into electrosensory organ development, physiology and evolution from a lateral line organ-enriched transcriptome","Expression profiling by high throughput sequencing","Polyodon spathula",6,,"FASTA;TXT;XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE92nnn/GSE92470/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA357629",28346141,SRP095208,"Clare Baker","Mar 27, 2017"
GSE138446,"Insights into food intake response in anadromous Coilia nasus through stomach transcriptome analysis","Expression profiling by high throughput sequencing","Coilia nasus",12,,"FASTA;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE138nnn/GSE138446/suppl",,,"Fengjiao Ma","Oct 01, 2020"
GSE72656,"Insights into function and regulation of microRNAs by decoding degradation dynamics","Non-coding RNA profiling by high throughput sequencing","Mus musculus",40,,,,26821571,,"Heiko Muller","Jan 20, 2016"
GSE72655,"Insights into function and regulation of microRNAs by decoding degradation dynamics [4SU]","Non-coding RNA profiling by high throughput sequencing","Mus musculus",24,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72655/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA294601",26821571,SRP063106,"Heiko Muller","Jan 20, 2016"
GSE72654,"Insights into function and regulation of microRNAs by decoding degradation dynamics [serum]","Non-coding RNA profiling by high throughput sequencing","Mus musculus",16,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72654/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA294600",26821571,SRP063107,"Heiko Muller","Jan 20, 2016"
GSE94743,"Insights into gene expression profiles induced by Socs3 depletion in Keratinocytes","Expression profiling by high throughput sequencing","Mus musculus",15,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE94nnn/GSE94743/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA374340",29158586,SRP099234,"Archana Bajpai","Feb 01, 2018"
GSE168326,"Insights into inherited thrombocytopenia resulting from mono-allelic germline mutations in ETV6 or RUNX1 using a human pluripotent stem cell model","Expression profiling by high throughput sequencing","Homo sapiens",12,,"TSV;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE168nnn/GSE168326/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA706911",34019812,SRP309443,"Paul Gadue","Mar 06, 2021"
GSE59644,"Insights into microbial modulation of host peripheral lipid and glucose metabolism using mouse gut organoids","Expression profiling by array","Mus musculus",32,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59644/suppl",25118238,,"Guus Roeselers","Jul 23, 2014"
GSE66881,"Insights into molecular characteristics of anaplastic large cell lymphoma by genome-wide DNA methylation profiling","Methylation profiling by array","Homo sapiens",15,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66881/suppl",27705804,,"Walter Pulverer","Apr 01, 2015"
GSE138596,"Insights into olfactory ensheathing cell development from a laser-microdissection and transcriptome-profiling approach","Expression profiling by high throughput sequencing","Mus musculus",31,,"TXT;XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE138nnn/GSE138596/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA576477",32857879,SRP224809,"Clare Baker","Jun 02, 2020"
GSE66597,"Insights into responses of human astrocytes to H5N1 infection by transcriptional analysis","Expression profiling by array","Homo sapiens",18,GDS6010,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66597/suppl",26008703,,"Lin xian","Jan 04, 2016"
GSE43666,"Insights into snoRNA biogenesis and processing from PAR-CLIP of snoRNA core proteins and small RNA sequencing","Non-coding RNA profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens",10,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43666/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA186963",23706177,SRP018104,"Andreas R Gruber","May 08, 2013"
GSE191080,"Insights into standards of care – dexamethasone and antibodies against COVID-19 in hamster models","Expression profiling by high throughput sequencing","Mesocricetus auratus;Phodopus roborovskii",54,,"H5;LOOM;RDS;TSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE191nnn/GSE191080/suppl",35339689,,"Emanuel Wyler","Dec 18, 2021"
GSE114157,"Insights into the Biology of Hearing and Deafness Revealed by Single-Cell RNA Sequencing","Expression profiling by high throughput sequencing","Mus musculus",144,,"BED;CSV;FASTA;PSL;TSV;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE114nnn/GSE114157/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA464433",30865901,SRP147921,"Paul T Ranum","Mar 12, 2019"
GSE7022,"Insights into the Metabolism of Elemental Sulfur by the Hyperthermophilic Archaeon Pyrococcus furiosus","Expression profiling by array","Pyrococcus furiosus;Pyrococcus furiosus DSM 3638",18,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE7nnn/GSE7022/suppl",17449625,,"Farris Poole","May 25, 2007"
GSE61669,"Insights into the Staphylococcus aureus-host interface: global changes in host and pathogen gene expression in a rabbit skin infection model","Expression profiling by array","Staphylococcus aureus;Staphylococcus aureus subsp. aureus USA300",7,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61669/suppl",25719526,,"Dan Sturdevant","Feb 10, 2017"
GSE69802,"Insights into the adaptive stress response of Arabidopsis thaliana to thermal stress by ribosomal profiling","Expression profiling by high throughput sequencing;Other","Arabidopsis thaliana",6,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69802/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA286795",27724872,SRP059391,"Radoslaw Lukoszek","Oct 13, 2016"
GSE64119,"Insights into the combined action of SAHA (vorinostat) and Mithramycin A in Sézary cells through gene expression profiling","Expression profiling by array","Homo sapiens",48,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE64nnn/GSE64119/suppl",,,"CHELBI RABIE","Dec 12, 2016"
GSE83625,"Insights into the ecology and evolution of the mucus-dwelling gut bacterium Mucispirillum schaedleri","Expression profiling by array","Mus musculus",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83625/suppl",28168224,,"Guido Hooiveld","Jan 09, 2017"
GSE59773,"Insights into the epigenomic landscape of the human malaria vector Anopheles gambiae","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Anopheles gambiae",5,,"BED;FPKM_TRACKING;GTF;WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59773/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA256184",25177345,SRP044861,"Elena Gómez-Díaz","Sep 04, 2014"
GSE89376,"Insights into the function of long noncoding RNAs in sepsis revealed by gene co-expression network analysis","Expression profiling by array","Homo sapiens",24,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE89nnn/GSE89376/suppl",,,"Eduardo Moraes Reis","Jan 31, 2017"
GSE141855,"Insights into the global effect on Staphylococcus aureus growth arrest by induction of the endoribonuclease MazF toxin","Expression profiling by high throughput sequencing;Other","Staphylococcus aureus",10,,"TSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE141nnn/GSE141855/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA594956",32735661,SRP236886,"Julien Prados","Jul 10, 2020"
GSE46441,"Insights into the invasiveness of triple negative breast cancer from genome-wide profiling of transcription factor AP-1","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by array","Homo sapiens",14,,"CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46441/suppl",24830720,,"Chunyan Zhao","Jun 30, 2014"
GSE46166,"Insights into the invasiveness of triple negative breast cancer from genome-wide profiling of transcription factor AP-1 (ChIP-seq)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",4,,"BED;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46166/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA197435",24830720,SRP021169,"Chunyan Zhao","Jun 30, 2014"
GSE46440,"Insights into the invasiveness of triple negative breast cancer from genome-wide profiling of transcription factor AP-1 (expression)","Expression profiling by array","Homo sapiens",10,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46440/suppl",24830720,,"Chunyan Zhao","Jun 30, 2014"
GSE144003,"Insights into the involvement of spliceosomal mutations in myelodysplastic disorders from an analysis of SACY-1/DDX41 in Caenorhabditis elegans","Expression profiling by high throughput sequencing","Caenorhabditis elegans",11,,"BIGWIG;XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE144nnn/GSE144003/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA602492",32060018,SRP243724,"Micah Gearhart","Jan 25, 2020"
